"","obs_error","rate_of_change","replicate","sim_fisher_min","sim_log_fisher_min","regime_shift_time"
"5692",0,0.0016,5692,268,270,180
"5693",0.05,0.0016,5693,268,270,180
"5694",0.1,0.0016,5694,268,270,180
"5695",0.15,0.0016,5695,268,269,180
"5696",0.2,0.0016,5696,269,269,180
"5697",0.25,0.0016,5697,270,271,180
"5698",0.3,0.0016,5698,267,272,180
"5699",0,6e-04,5699,582,593,476
"5700",0.05,6e-04,5700,582,593,476
"5701",0.1,6e-04,5701,584,589,476
"5702",0.15,6e-04,5702,585,589,476
"5703",0.2,6e-04,5703,584,589,476
"5704",0.25,6e-04,5704,585,593,476
"5705",0.3,6e-04,5705,551,597,476
"5706",0,7e-04,5706,514,516,409
"5707",0.05,7e-04,5707,514,516,409
"5708",0.1,7e-04,5708,513,515,409
"5709",0.15,7e-04,5709,514,517,409
"5710",0.2,7e-04,5710,516,517,409
"5711",0.25,7e-04,5711,516,517,409
"5712",0.3,7e-04,5712,515,517,409
"5713",0,8e-04,5713,472,473,357
"5714",0.05,8e-04,5714,472,473,357
"5715",0.1,8e-04,5715,473,474,357
"5716",0.15,8e-04,5716,471,474,357
"5717",0.2,8e-04,5717,471,474,357
"5718",0.25,8e-04,5718,472,389,357
"5719",0.3,8e-04,5719,476,474,357
"5720",0,9e-04,5720,423,352,318
"5721",0.05,9e-04,5721,423,352,318
"5722",0.1,9e-04,5722,425,352,318
"5723",0.15,9e-04,5723,427,352,318
"5724",0.2,9e-04,5724,420,352,318
"5725",0.25,9e-04,5725,427,350,318
"5726",0.3,9e-04,5726,377,352,318
"5727",0,0.001,5727,393,317,285
"5728",0.05,0.001,5728,393,317,285
"5729",0.1,0.001,5729,391,317,285
"5730",0.15,0.001,5730,393,315,285
"5731",0.2,0.001,5731,394,316,285
"5732",0.25,0.001,5732,387,317,285
"5733",0.3,0.001,5733,341,316,285
"5734",0,0.0011,5734,367,368,260
"5735",0.05,0.0011,5735,367,368,260
"5736",0.1,0.0011,5736,367,369,260
"5737",0.15,0.0011,5737,366,368,260
"5738",0.2,0.0011,5738,368,368,260
"5739",0.25,0.0011,5739,368,369,260
"5740",0.3,0.0011,5740,367,369,260
"5741",0,0.0012,5741,336,336,239
"5742",0.05,0.0012,5742,336,336,239
"5743",0.1,0.0012,5743,336,336,239
"5744",0.15,0.0012,5744,336,336,239
"5745",0.2,0.0012,5745,336,335,239
"5746",0.25,0.0012,5746,336,336,239
"5747",0.3,0.0012,5747,336,336,239
"5748",0,0.0013,5748,316,246,220
"5749",0.05,0.0013,5749,317,246,220
"5750",0.1,0.0013,5750,316,246,220
"5751",0.15,0.0013,5751,270,243,220
"5752",0.2,0.0013,5752,271,247,220
"5753",0.25,0.0013,5753,315,246,220
"5754",0.3,0.0013,5754,270,243,220
"5755",0,0.0014,5755,300,300,204
"5756",0.05,0.0014,5756,300,300,204
"5757",0.1,0.0014,5757,300,300,204
"5758",0.15,0.0014,5758,300,300,204
"5759",0.2,0.0014,5759,301,301,204
"5760",0.25,0.0014,5760,300,301,204
"5761",0.3,0.0014,5761,302,300,204
"5762",0,0.0015,5762,293,212,190
"5763",0.05,0.0015,5763,293,211,190
"5764",0.1,0.0015,5764,105,212,190
"5765",0.15,0.0015,5765,100,210,190
"5766",0.2,0.0015,5766,293,298,190
"5767",0.25,0.0015,5767,236,297,190
"5768",0.3,0.0015,5768,292,210,190
"5769",0,0.0016,5769,268,270,180
"5770",0.05,0.0016,5770,268,270,180
"5771",0.1,0.0016,5771,268,270,180
"5772",0.15,0.0016,5772,269,270,180
"5773",0.2,0.0016,5773,270,271,180
"5774",0.25,0.0016,5774,267,269,180
"5775",0.3,0.0016,5775,270,271,180
"5776",0,6e-04,5776,582,593,476
"5777",0.05,6e-04,5777,582,591,476
"5778",0.1,6e-04,5778,582,590,476
"5779",0.15,6e-04,5779,582,591,476
"5780",0.2,6e-04,5780,587,588,476
"5781",0.25,6e-04,5781,584,589,476
"5782",0.3,6e-04,5782,583,599,476
"5783",0,7e-04,5783,514,516,409
"5784",0.05,7e-04,5784,515,516,409
"5785",0.1,7e-04,5785,514,517,409
"5786",0.15,7e-04,5786,514,517,409
"5787",0.2,7e-04,5787,514,515,409
"5788",0.25,7e-04,5788,516,518,409
"5789",0.3,7e-04,5789,514,516,409
"5790",0,8e-04,5790,472,473,357
"5791",0.05,8e-04,5791,472,473,357
"5792",0.1,8e-04,5792,472,474,357
"5793",0.15,8e-04,5793,472,474,357
"5794",0.2,8e-04,5794,473,474,357
"5795",0.25,8e-04,5795,475,474,357
"5796",0.3,8e-04,5796,472,474,357
"5797",0,9e-04,5797,423,352,318
"5798",0.05,9e-04,5798,425,352,318
"5799",0.1,9e-04,5799,426,352,318
"5800",0.15,9e-04,5800,423,351,318
"5801",0.2,9e-04,5801,421,352,318
"5802",0.25,9e-04,5802,428,350,318
"5803",0.3,9e-04,5803,420,353,318
"5804",0,0.001,5804,393,317,285
"5805",0.05,0.001,5805,394,317,285
"5806",0.1,0.001,5806,393,317,285
"5807",0.15,0.001,5807,394,317,285
"5808",0.2,0.001,5808,342,314,285
"5809",0.25,0.001,5809,395,314,285
"5810",0.3,0.001,5810,342,315,285
"5811",0,0.0011,5811,367,368,260
"5812",0.05,0.0011,5812,367,368,260
"5813",0.1,0.0011,5813,367,368,260
"5814",0.15,0.0011,5814,367,368,260
"5815",0.2,0.0011,5815,372,369,260
"5816",0.25,0.0011,5816,368,369,260
"5817",0.3,0.0011,5817,371,369,260
"5818",0,0.0012,5818,336,336,239
"5819",0.05,0.0012,5819,336,336,239
"5820",0.1,0.0012,5820,337,336,239
"5821",0.15,0.0012,5821,335,336,239
"5822",0.2,0.0012,5822,337,337,239
"5823",0.25,0.0012,5823,337,336,239
"5824",0.3,0.0012,5824,337,336,239
"5825",0,0.0013,5825,316,246,220
"5826",0.05,0.0013,5826,316,246,220
"5827",0.1,0.0013,5827,271,244,220
"5828",0.15,0.0013,5828,271,246,220
"5829",0.2,0.0013,5829,271,244,220
"5830",0.25,0.0013,5830,316,244,220
"5831",0.3,0.0013,5831,271,247,220
"5832",0,0.0014,5832,300,300,204
"5833",0.05,0.0014,5833,300,300,204
"5834",0.1,0.0014,5834,300,300,204
"5835",0.15,0.0014,5835,300,300,204
"5836",0.2,0.0014,5836,301,300,204
"5837",0.25,0.0014,5837,301,300,204
"5838",0.3,0.0014,5838,300,300,204
"5839",0,0.0015,5839,293,212,190
"5840",0.05,0.0015,5840,293,211,190
"5841",0.1,0.0015,5841,236,211,190
"5842",0.15,0.0015,5842,294,212,190
"5843",0.2,0.0015,5843,108,212,190
"5844",0.25,0.0015,5844,105,211,190
"5845",0.3,0.0015,5845,236,297,190
"5846",0,0.0016,5846,268,270,180
"5847",0.05,0.0016,5847,268,270,180
"5848",0.1,0.0016,5848,269,270,180
"5849",0.15,0.0016,5849,269,270,180
"5850",0.2,0.0016,5850,268,270,180
"5851",0.25,0.0016,5851,268,270,180
"5852",0.3,0.0016,5852,271,271,180
"5853",0,6e-04,5853,582,593,476
"5854",0.05,6e-04,5854,582,599,476
"5855",0.1,6e-04,5855,582,591,476
"5856",0.15,6e-04,5856,552,594,476
"5857",0.2,6e-04,5857,582,593,476
"5858",0.25,6e-04,5858,552,599,476
"5859",0.3,6e-04,5859,582,589,476
"5860",0,7e-04,5860,514,516,409
"5861",0.05,7e-04,5861,514,516,409
"5862",0.1,7e-04,5862,515,516,409
"5863",0.15,7e-04,5863,515,516,409
"5864",0.2,7e-04,5864,516,517,409
"5865",0.25,7e-04,5865,518,518,409
"5866",0.3,7e-04,5866,514,519,409
"5867",0,8e-04,5867,472,473,357
"5868",0.05,8e-04,5868,472,473,357
"5869",0.1,8e-04,5869,472,474,357
"5870",0.15,8e-04,5870,472,474,357
"5871",0.2,8e-04,5871,472,474,357
"5872",0.25,8e-04,5872,471,472,357
"5873",0.3,8e-04,5873,473,474,357
"5874",0,9e-04,5874,423,352,318
"5875",0.05,9e-04,5875,422,353,318
"5876",0.1,9e-04,5876,425,352,318
"5877",0.15,9e-04,5877,422,351,318
"5878",0.2,9e-04,5878,420,352,318
"5879",0.25,9e-04,5879,423,351,318
"5880",0.3,9e-04,5880,419,350,318
"5881",0,0.001,5881,393,317,285
"5882",0.05,0.001,5882,393,317,285
"5883",0.1,0.001,5883,393,316,285
"5884",0.15,0.001,5884,391,317,285
"5885",0.2,0.001,5885,342,317,285
"5886",0.25,0.001,5886,342,314,285
"5887",0.3,0.001,5887,395,313,285
"5888",0,0.0011,5888,367,368,260
"5889",0.05,0.0011,5889,367,368,260
"5890",0.1,0.0011,5890,367,368,260
"5891",0.15,0.0011,5891,368,368,260
"5892",0.2,0.0011,5892,369,369,260
"5893",0.25,0.0011,5893,368,369,260
"5894",0.3,0.0011,5894,374,370,260
"5895",0,0.0012,5895,336,336,239
"5896",0.05,0.0012,5896,336,336,239
"5897",0.1,0.0012,5897,336,336,239
"5898",0.15,0.0012,5898,337,337,239
"5899",0.2,0.0012,5899,337,337,239
"5900",0.25,0.0012,5900,337,336,239
"5901",0.3,0.0012,5901,338,337,239
"5902",0,0.0013,5902,316,246,220
"5903",0.05,0.0013,5903,271,246,220
"5904",0.1,0.0013,5904,316,246,220
"5905",0.15,0.0013,5905,317,244,220
"5906",0.2,0.0013,5906,271,246,220
"5907",0.25,0.0013,5907,270,243,220
"5908",0.3,0.0013,5908,271,245,220
"5909",0,0.0014,5909,300,300,204
"5910",0.05,0.0014,5910,300,300,204
"5911",0.1,0.0014,5911,300,300,204
"5912",0.15,0.0014,5912,300,300,204
"5913",0.2,0.0014,5913,301,301,204
"5914",0.25,0.0014,5914,301,300,204
"5915",0.3,0.0014,5915,302,301,204
"5916",0,0.0015,5916,293,212,190
"5917",0.05,0.0015,5917,293,212,190
"5918",0.1,0.0015,5918,106,212,190
"5919",0.15,0.0015,5919,105,212,190
"5920",0.2,0.0015,5920,108,211,190
"5921",0.25,0.0015,5921,106,212,190
"5922",0.3,0.0015,5922,106,214,190
"5923",0,0.0016,5923,268,270,180
"5924",0.05,0.0016,5924,268,270,180
"5925",0.1,0.0016,5925,268,270,180
"5926",0.15,0.0016,5926,269,270,180
"5927",0.2,0.0016,5927,268,272,180
"5928",0.25,0.0016,5928,268,270,180
"5929",0.3,0.0016,5929,270,270,180
"5930",0,6e-04,5930,582,593,476
"5931",0.05,6e-04,5931,582,597,476
"5932",0.1,6e-04,5932,552,594,476
"5933",0.15,6e-04,5933,582,582,476
"5934",0.2,6e-04,5934,582,593,476
"5935",0.25,6e-04,5935,552,593,476
"5936",0.3,6e-04,5936,587,589,476
"5937",0,7e-04,5937,514,516,409
"5938",0.05,7e-04,5938,515,516,409
"5939",0.1,7e-04,5939,514,517,409
"5940",0.15,7e-04,5940,515,518,409
"5941",0.2,7e-04,5941,515,519,409
"5942",0.25,7e-04,5942,515,519,409
"5943",0.3,7e-04,5943,515,518,409
"5944",0,8e-04,5944,472,473,357
"5945",0.05,8e-04,5945,472,473,357
"5946",0.1,8e-04,5946,472,474,357
"5947",0.15,8e-04,5947,472,474,357
"5948",0.2,8e-04,5948,471,473,357
"5949",0.25,8e-04,5949,472,389,357
"5950",0.3,8e-04,5950,472,475,357
"5951",0,9e-04,5951,423,352,318
"5952",0.05,9e-04,5952,424,352,318
"5953",0.1,9e-04,5953,423,353,318
"5954",0.15,9e-04,5954,422,351,318
"5955",0.2,9e-04,5955,178,349,318
"5956",0.25,9e-04,5956,420,351,318
"5957",0.3,9e-04,5957,422,351,318
"5958",0,0.001,5958,393,317,285
"5959",0.05,0.001,5959,342,317,285
"5960",0.1,0.001,5960,342,314,285
"5961",0.15,0.001,5961,394,316,285
"5962",0.2,0.001,5962,397,315,285
"5963",0.25,0.001,5963,341,315,285
"5964",0.3,0.001,5964,390,317,285
"5965",0,0.0011,5965,367,368,260
"5966",0.05,0.0011,5966,367,368,260
"5967",0.1,0.0011,5967,368,368,260
"5968",0.15,0.0011,5968,368,368,260
"5969",0.2,0.0011,5969,367,368,260
"5970",0.25,0.0011,5970,371,369,260
"5971",0.3,0.0011,5971,376,370,260
"5972",0,0.0012,5972,336,336,239
"5973",0.05,0.0012,5973,336,336,239
"5974",0.1,0.0012,5974,336,336,239
"5975",0.15,0.0012,5975,336,336,239
"5976",0.2,0.0012,5976,337,336,239
"5977",0.25,0.0012,5977,337,336,239
"5978",0.3,0.0012,5978,337,337,239
"5979",0,0.0013,5979,316,246,220
"5980",0.05,0.0013,5980,271,246,220
"5981",0.1,0.0013,5981,316,247,220
"5982",0.15,0.0013,5982,271,247,220
"5983",0.2,0.0013,5983,271,243,220
"5984",0.25,0.0013,5984,316,247,220
"5985",0.3,0.0013,5985,270,244,220
"5986",0,0.0014,5986,300,300,204
"5987",0.05,0.0014,5987,300,300,204
"5988",0.1,0.0014,5988,301,300,204
"5989",0.15,0.0014,5989,300,300,204
"5990",0.2,0.0014,5990,301,301,204
"5991",0.25,0.0014,5991,301,301,204
"5992",0.3,0.0014,5992,301,301,204
"5993",0,0.0015,5993,293,212,190
"5994",0.05,0.0015,5994,293,212,190
"5995",0.1,0.0015,5995,108,211,190
"5996",0.15,0.0015,5996,293,212,190
"5997",0.2,0.0015,5997,239,211,190
"5998",0.25,0.0015,5998,295,210,190
"5999",0.3,0.0015,5999,297,210,190
"6000",0,0.0016,6000,268,270,180
"6001",0.05,0.0016,6001,268,270,180
"6002",0.1,0.0016,6002,267,270,180
"6003",0.15,0.0016,6003,269,271,180
"6004",0.2,0.0016,6004,268,269,180
"6005",0.25,0.0016,6005,268,272,180
"6006",0.3,0.0016,6006,270,270,180
"6007",0,6e-04,6007,582,593,476
"6008",0.05,6e-04,6008,583,597,476
"6009",0.1,6e-04,6009,552,592,476
"6010",0.15,6e-04,6010,581,592,476
"6011",0.2,6e-04,6011,583,590,476
"6012",0.25,6e-04,6012,585,590,476
"6013",0.3,6e-04,6013,584,598,476
"6014",0,7e-04,6014,514,516,409
"6015",0.05,7e-04,6015,514,516,409
"6016",0.1,7e-04,6016,515,516,409
"6017",0.15,7e-04,6017,513,516,409
"6018",0.2,7e-04,6018,514,517,409
"6019",0.25,7e-04,6019,517,519,409
"6020",0.3,7e-04,6020,516,518,409
"6021",0,8e-04,6021,472,473,357
"6022",0.05,8e-04,6022,472,473,357
"6023",0.1,8e-04,6023,472,473,357
"6024",0.15,8e-04,6024,473,388,357
"6025",0.2,8e-04,6025,472,473,357
"6026",0.25,8e-04,6026,472,474,357
"6027",0.3,8e-04,6027,478,473,357
"6028",0,9e-04,6028,423,352,318
"6029",0.05,9e-04,6029,423,352,318
"6030",0.1,9e-04,6030,425,351,318
"6031",0.15,9e-04,6031,422,352,318
"6032",0.2,9e-04,6032,424,353,318
"6033",0.25,9e-04,6033,420,351,318
"6034",0.3,9e-04,6034,423,349,318
"6035",0,0.001,6035,393,317,285
"6036",0.05,0.001,6036,393,317,285
"6037",0.1,0.001,6037,394,316,285
"6038",0.15,0.001,6038,342,316,285
"6039",0.2,0.001,6039,342,316,285
"6040",0.25,0.001,6040,393,314,285
"6041",0.3,0.001,6041,342,317,285
"6042",0,0.0011,6042,367,368,260
"6043",0.05,0.0011,6043,367,368,260
"6044",0.1,0.0011,6044,368,368,260
"6045",0.15,0.0011,6045,368,369,260
"6046",0.2,0.0011,6046,370,369,260
"6047",0.25,0.0011,6047,368,368,260
"6048",0.3,0.0011,6048,370,369,260
"6049",0,0.0012,6049,336,336,239
"6050",0.05,0.0012,6050,336,336,239
"6051",0.1,0.0012,6051,336,336,239
"6052",0.15,0.0012,6052,336,336,239
"6053",0.2,0.0012,6053,337,336,239
"6054",0.25,0.0012,6054,336,337,239
"6055",0.3,0.0012,6055,339,336,239
"6056",0,0.0013,6056,316,246,220
"6057",0.05,0.0013,6057,271,246,220
"6058",0.1,0.0013,6058,316,246,220
"6059",0.15,0.0013,6059,317,243,220
"6060",0.2,0.0013,6060,322,247,220
"6061",0.25,0.0013,6061,271,244,220
"6062",0.3,0.0013,6062,270,246,220
"6063",0,0.0014,6063,300,300,204
"6064",0.05,0.0014,6064,300,300,204
"6065",0.1,0.0014,6065,300,300,204
"6066",0.15,0.0014,6066,300,300,204
"6067",0.2,0.0014,6067,301,301,204
"6068",0.25,0.0014,6068,301,301,204
"6069",0.3,0.0014,6069,304,302,204
"6070",0,0.0015,6070,293,212,190
"6071",0.05,0.0015,6071,293,211,190
"6072",0.1,0.0015,6072,105,211,190
"6073",0.15,0.0015,6073,294,211,190
"6074",0.2,0.0015,6074,295,211,190
"6075",0.25,0.0015,6075,296,210,190
"6076",0.3,0.0015,6076,291,212,190
"6077",0,0.0016,6077,268,270,180
"6078",0.05,0.0016,6078,268,269,180
"6079",0.1,0.0016,6079,268,269,180
"6080",0.15,0.0016,6080,268,270,180
"6081",0.2,0.0016,6081,270,271,180
"6082",0.25,0.0016,6082,269,270,180
"6083",0.3,0.0016,6083,269,272,180
"6084",0,6e-04,6084,582,593,476
"6085",0.05,6e-04,6085,582,592,476
"6086",0.1,6e-04,6086,583,591,476
"6087",0.15,6e-04,6087,552,599,476
"6088",0.2,6e-04,6088,586,591,476
"6089",0.25,6e-04,6089,585,592,476
"6090",0.3,6e-04,6090,586,590,476
"6091",0,7e-04,6091,514,516,409
"6092",0.05,7e-04,6092,515,516,409
"6093",0.1,7e-04,6093,514,517,409
"6094",0.15,7e-04,6094,517,517,409
"6095",0.2,7e-04,6095,515,517,409
"6096",0.25,7e-04,6096,518,518,409
"6097",0.3,7e-04,6097,515,517,409
"6098",0,8e-04,6098,472,473,357
"6099",0.05,8e-04,6099,473,473,357
"6100",0.1,8e-04,6100,473,473,357
"6101",0.15,8e-04,6101,473,474,357
"6102",0.2,8e-04,6102,474,474,357
"6103",0.25,8e-04,6103,470,474,357
"6104",0.3,8e-04,6104,479,475,357
"6105",0,9e-04,6105,423,352,318
"6106",0.05,9e-04,6106,422,353,318
"6107",0.1,9e-04,6107,427,353,318
"6108",0.15,9e-04,6108,423,352,318
"6109",0.2,9e-04,6109,430,352,318
"6110",0.25,9e-04,6110,422,350,318
"6111",0.3,9e-04,6111,426,352,318
"6112",0,0.001,6112,393,317,285
"6113",0.05,0.001,6113,394,317,285
"6114",0.1,0.001,6114,342,315,285
"6115",0.15,0.001,6115,392,316,285
"6116",0.2,0.001,6116,395,315,285
"6117",0.25,0.001,6117,342,312,285
"6118",0.3,0.001,6118,389,315,285
"6119",0,0.0011,6119,367,368,260
"6120",0.05,0.0011,6120,368,368,260
"6121",0.1,0.0011,6121,366,368,260
"6122",0.15,0.0011,6122,367,369,260
"6123",0.2,0.0011,6123,368,369,260
"6124",0.25,0.0011,6124,370,369,260
"6125",0.3,0.0011,6125,370,370,260
"6126",0,0.0012,6126,336,336,239
"6127",0.05,0.0012,6127,336,336,239
"6128",0.1,0.0012,6128,336,336,239
"6129",0.15,0.0012,6129,336,336,239
"6130",0.2,0.0012,6130,336,336,239
"6131",0.25,0.0012,6131,337,337,239
"6132",0.3,0.0012,6132,337,337,239
"6133",0,0.0013,6133,316,246,220
"6134",0.05,0.0013,6134,316,246,220
"6135",0.1,0.0013,6135,316,243,220
"6136",0.15,0.0013,6136,317,247,220
"6137",0.2,0.0013,6137,316,246,220
"6138",0.25,0.0013,6138,270,245,220
"6139",0.3,0.0013,6139,316,243,220
"6140",0,0.0014,6140,300,300,204
"6141",0.05,0.0014,6141,300,300,204
"6142",0.1,0.0014,6142,299,300,204
"6143",0.15,0.0014,6143,302,301,204
"6144",0.2,0.0014,6144,301,300,204
"6145",0.25,0.0014,6145,301,300,204
"6146",0.3,0.0014,6146,302,301,204
"6147",0,0.0015,6147,293,212,190
"6148",0.05,0.0015,6148,293,211,190
"6149",0.1,0.0015,6149,106,211,190
"6150",0.15,0.0015,6150,239,211,190
"6151",0.2,0.0015,6151,296,212,190
"6152",0.25,0.0015,6152,295,211,190
"6153",0.3,0.0015,6153,103,213,190
"6154",0,0.0016,6154,268,270,180
"6155",0.05,0.0016,6155,268,270,180
"6156",0.1,0.0016,6156,268,270,180
"6157",0.15,0.0016,6157,269,270,180
"6158",0.2,0.0016,6158,269,270,180
"6159",0.25,0.0016,6159,269,270,180
"6160",0.3,0.0016,6160,269,273,180
"6161",0,6e-04,6161,582,593,476
"6162",0.05,6e-04,6162,582,592,476
"6163",0.1,6e-04,6163,552,598,476
"6164",0.15,6e-04,6164,552,599,476
"6165",0.2,6e-04,6165,552,596,476
"6166",0.25,6e-04,6166,584,594,476
"6167",0.3,6e-04,6167,552,595,476
"6168",0,7e-04,6168,514,516,409
"6169",0.05,7e-04,6169,515,516,409
"6170",0.1,7e-04,6170,515,516,409
"6171",0.15,7e-04,6171,516,517,409
"6172",0.2,7e-04,6172,514,517,409
"6173",0.25,7e-04,6173,514,516,409
"6174",0.3,7e-04,6174,516,519,409
"6175",0,8e-04,6175,472,473,357
"6176",0.05,8e-04,6176,472,474,357
"6177",0.1,8e-04,6177,472,473,357
"6178",0.15,8e-04,6178,472,473,357
"6179",0.2,8e-04,6179,472,474,357
"6180",0.25,8e-04,6180,470,388,357
"6181",0.3,8e-04,6181,471,388,357
"6182",0,9e-04,6182,423,352,318
"6183",0.05,9e-04,6183,423,352,318
"6184",0.1,9e-04,6184,422,349,318
"6185",0.15,9e-04,6185,377,352,318
"6186",0.2,9e-04,6186,422,348,318
"6187",0.25,9e-04,6187,376,352,318
"6188",0.3,9e-04,6188,177,349,318
"6189",0,0.001,6189,393,317,285
"6190",0.05,0.001,6190,393,317,285
"6191",0.1,0.001,6191,393,317,285
"6192",0.15,0.001,6192,391,317,285
"6193",0.2,0.001,6193,342,313,285
"6194",0.25,0.001,6194,396,316,285
"6195",0.3,0.001,6195,342,312,285
"6196",0,0.0011,6196,367,368,260
"6197",0.05,0.0011,6197,367,368,260
"6198",0.1,0.0011,6198,367,368,260
"6199",0.15,0.0011,6199,369,369,260
"6200",0.2,0.0011,6200,368,368,260
"6201",0.25,0.0011,6201,373,369,260
"6202",0.3,0.0011,6202,369,370,260
"6203",0,0.0012,6203,336,336,239
"6204",0.05,0.0012,6204,336,336,239
"6205",0.1,0.0012,6205,336,336,239
"6206",0.15,0.0012,6206,336,336,239
"6207",0.2,0.0012,6207,336,336,239
"6208",0.25,0.0012,6208,336,336,239
"6209",0.3,0.0012,6209,335,336,239
"6210",0,0.0013,6210,316,246,220
"6211",0.05,0.0013,6211,316,245,220
"6212",0.1,0.0013,6212,271,243,220
"6213",0.15,0.0013,6213,316,245,220
"6214",0.2,0.0013,6214,316,245,220
"6215",0.25,0.0013,6215,270,243,220
"6216",0.3,0.0013,6216,270,243,220
"6217",0,0.0014,6217,300,300,204
"6218",0.05,0.0014,6218,300,300,204
"6219",0.1,0.0014,6219,300,300,204
"6220",0.15,0.0014,6220,300,300,204
"6221",0.2,0.0014,6221,301,300,204
"6222",0.25,0.0014,6222,301,300,204
"6223",0.3,0.0014,6223,302,301,204
"6224",0,0.0015,6224,293,212,190
"6225",0.05,0.0015,6225,294,212,190
"6226",0.1,0.0015,6226,240,212,190
"6227",0.15,0.0015,6227,237,212,190
"6228",0.2,0.0015,6228,298,213,190
"6229",0.25,0.0015,6229,102,212,190
"6230",0.3,0.0015,6230,108,212,190
"6231",0,0.0016,6231,268,270,180
"6232",0.05,0.0016,6232,268,270,180
"6233",0.1,0.0016,6233,269,270,180
"6234",0.15,0.0016,6234,268,270,180
"6235",0.2,0.0016,6235,268,270,180
"6236",0.25,0.0016,6236,271,269,180
"6237",0.3,0.0016,6237,269,272,180
"6238",0,6e-04,6238,582,593,476
"6239",0.05,6e-04,6239,582,593,476
"6240",0.1,6e-04,6240,552,593,476
"6241",0.15,6e-04,6241,552,599,476
"6242",0.2,6e-04,6242,582,590,476
"6243",0.25,6e-04,6243,583,593,476
"6244",0.3,6e-04,6244,587,595,476
"6245",0,7e-04,6245,514,516,409
"6246",0.05,7e-04,6246,514,516,409
"6247",0.1,7e-04,6247,515,517,409
"6248",0.15,7e-04,6248,599,517,409
"6249",0.2,7e-04,6249,516,517,409
"6250",0.25,7e-04,6250,514,517,409
"6251",0.3,7e-04,6251,517,518,409
"6252",0,8e-04,6252,472,473,357
"6253",0.05,8e-04,6253,472,473,357
"6254",0.1,8e-04,6254,473,474,357
"6255",0.15,8e-04,6255,472,385,357
"6256",0.2,8e-04,6256,472,474,357
"6257",0.25,8e-04,6257,473,474,357
"6258",0.3,8e-04,6258,473,474,357
"6259",0,9e-04,6259,423,352,318
"6260",0.05,9e-04,6260,424,352,318
"6261",0.1,9e-04,6261,424,352,318
"6262",0.15,9e-04,6262,421,351,318
"6263",0.2,9e-04,6263,377,349,318
"6264",0.25,9e-04,6264,421,352,318
"6265",0.3,9e-04,6265,418,353,318
"6266",0,0.001,6266,393,317,285
"6267",0.05,0.001,6267,394,317,285
"6268",0.1,0.001,6268,393,317,285
"6269",0.15,0.001,6269,392,317,285
"6270",0.2,0.001,6270,342,317,285
"6271",0.25,0.001,6271,394,316,285
"6272",0.3,0.001,6272,393,315,285
"6273",0,0.0011,6273,367,368,260
"6274",0.05,0.0011,6274,367,368,260
"6275",0.1,0.0011,6275,367,368,260
"6276",0.15,0.0011,6276,368,368,260
"6277",0.2,0.0011,6277,368,368,260
"6278",0.25,0.0011,6278,366,369,260
"6279",0.3,0.0011,6279,371,368,260
"6280",0,0.0012,6280,336,336,239
"6281",0.05,0.0012,6281,336,335,239
"6282",0.1,0.0012,6282,337,336,239
"6283",0.15,0.0012,6283,336,336,239
"6284",0.2,0.0012,6284,336,336,239
"6285",0.25,0.0012,6285,336,337,239
"6286",0.3,0.0012,6286,336,337,239
"6287",0,0.0013,6287,316,246,220
"6288",0.05,0.0013,6288,316,246,220
"6289",0.1,0.0013,6289,316,246,220
"6290",0.15,0.0013,6290,316,243,220
"6291",0.2,0.0013,6291,315,246,220
"6292",0.25,0.0013,6292,317,246,220
"6293",0.3,0.0013,6293,316,246,220
"6294",0,0.0014,6294,300,300,204
"6295",0.05,0.0014,6295,300,300,204
"6296",0.1,0.0014,6296,300,300,204
"6297",0.15,0.0014,6297,301,300,204
"6298",0.2,0.0014,6298,300,301,204
"6299",0.25,0.0014,6299,301,301,204
"6300",0.3,0.0014,6300,304,302,204
"6301",0,0.0015,6301,293,212,190
"6302",0.05,0.0015,6302,293,211,190
"6303",0.1,0.0015,6303,294,212,190
"6304",0.15,0.0015,6304,240,212,190
"6305",0.2,0.0015,6305,240,212,190
"6306",0.25,0.0015,6306,105,212,190
"6307",0.3,0.0015,6307,104,210,190
"6308",0,0.0016,6308,268,270,180
"6309",0.05,0.0016,6309,268,269,180
"6310",0.1,0.0016,6310,269,270,180
"6311",0.15,0.0016,6311,268,270,180
"6312",0.2,0.0016,6312,269,270,180
"6313",0.25,0.0016,6313,271,272,180
"6314",0.3,0.0016,6314,269,271,180
"6315",0,6e-04,6315,582,593,476
"6316",0.05,6e-04,6316,583,592,476
"6317",0.1,6e-04,6317,583,593,476
"6318",0.15,6e-04,6318,584,588,476
"6319",0.2,6e-04,6319,587,589,476
"6320",0.25,6e-04,6320,581,599,476
"6321",0.3,6e-04,6321,587,592,476
"6322",0,7e-04,6322,514,516,409
"6323",0.05,7e-04,6323,514,516,409
"6324",0.1,7e-04,6324,515,517,409
"6325",0.15,7e-04,6325,515,517,409
"6326",0.2,7e-04,6326,515,518,409
"6327",0.25,7e-04,6327,515,516,409
"6328",0.3,7e-04,6328,523,518,409
"6329",0,8e-04,6329,472,473,357
"6330",0.05,8e-04,6330,472,473,357
"6331",0.1,8e-04,6331,472,474,357
"6332",0.15,8e-04,6332,471,473,357
"6333",0.2,8e-04,6333,473,474,357
"6334",0.25,8e-04,6334,471,385,357
"6335",0.3,8e-04,6335,472,384,357
"6336",0,9e-04,6336,423,352,318
