"","obs_error","rate_of_change","replicate","sim_fisher_min_ts60","sim_log_fisher_min_ts60","regime_shift_time_ts60"
"1245",0.25,-9e-04,1245,270,230,112.677966101695
"1246",0.3,-9e-04,1246,230,210,112.677966101695
"1247",0,-0.001,1247,230,210,102.525423728814
"1248",0.05,-0.001,1248,220,210,102.525423728814
"1249",0.1,-0.001,1249,210,210,102.525423728814
"1250",0.15,-0.001,1250,240,210,102.525423728814
"1251",0.2,-0.001,1251,260,250,102.525423728814
"1252",0.25,-0.001,1252,250,230,102.525423728814
"1253",0.3,-0.001,1253,270,300,102.525423728814
"1254",0,-0.0011,1254,260,230,92.3728813559322
"1255",0.05,-0.0011,1255,240,210,92.3728813559322
"1256",0.1,-0.0011,1256,260,230,92.3728813559322
"1257",0.15,-0.0011,1257,210,210,92.3728813559322
"1258",0.2,-0.0011,1258,230,230,92.3728813559322
"1259",0.25,-0.0011,1259,230,220,92.3728813559322
"1260",0.3,-0.0011,1260,230,230,92.3728813559322
"1261",0,-2e-04,1261,590,570,478.169491525424
"1262",0.05,-2e-04,1262,590,570,478.169491525424
"1263",0.1,-2e-04,1263,590,570,478.169491525424
"1264",0.15,-2e-04,1264,590,590,478.169491525424
"1265",0.2,-2e-04,1265,590,590,478.169491525424
"1266",0.25,-2e-04,1266,590,580,478.169491525424
"1267",0.3,-2e-04,1267,590,590,478.169491525424
"1268",0,-3e-04,1268,470,450,315.728813559322
"1269",0.05,-3e-04,1269,450,450,315.728813559322
"1270",0.1,-3e-04,1270,410,450,315.728813559322
"1271",0.15,-3e-04,1271,470,450,315.728813559322
"1272",0.2,-3e-04,1272,440,450,315.728813559322
"1273",0.25,-3e-04,1273,480,460,315.728813559322
"1274",0.3,-3e-04,1274,480,450,315.728813559322
"1275",0,-4e-04,1275,340,360,254.813559322034
"1276",0.05,-4e-04,1276,350,340,254.813559322034
"1277",0.1,-4e-04,1277,360,360,254.813559322034
"1278",0.15,-4e-04,1278,340,330,254.813559322034
"1279",0.2,-4e-04,1279,380,310,254.813559322034
"1280",0.25,-4e-04,1280,360,320,254.813559322034
"1281",0.3,-4e-04,1281,410,340,254.813559322034
"1282",0,-5e-04,1282,320,300,193.898305084746
"1283",0.05,-5e-04,1283,310,330,193.898305084746
"1284",0.1,-5e-04,1284,330,270,193.898305084746
"1285",0.15,-5e-04,1285,320,300,193.898305084746
"1286",0.2,-5e-04,1286,340,260,193.898305084746
"1287",0.25,-5e-04,1287,330,300,193.898305084746
"1288",0.3,-5e-04,1288,360,250,193.898305084746
"1289",0,-6e-04,1289,290,230,173.593220338983
"1290",0.05,-6e-04,1290,270,240,173.593220338983
"1291",0.1,-6e-04,1291,260,260,173.593220338983
"1292",0.15,-6e-04,1292,310,300,173.593220338983
"1293",0.2,-6e-04,1293,270,230,173.593220338983
"1294",0.25,-6e-04,1294,320,260,173.593220338983
"1295",0.3,-6e-04,1295,320,230,173.593220338983
"1296",0,-7e-04,1296,290,260,143.135593220339
"1297",0.05,-7e-04,1297,260,260,143.135593220339
"1298",0.1,-7e-04,1298,290,260,143.135593220339
"1299",0.15,-7e-04,1299,290,260,143.135593220339
"1300",0.2,-7e-04,1300,230,220,143.135593220339
"1301",0.25,-7e-04,1301,310,230,143.135593220339
"1302",0.3,-7e-04,1302,240,230,143.135593220339
"1303",0,-8e-04,1303,270,230,132.983050847458
"1304",0.05,-8e-04,1304,270,230,132.983050847458
"1305",0.1,-8e-04,1305,270,260,132.983050847458
"1306",0.15,-8e-04,1306,210,210,132.983050847458
"1307",0.2,-8e-04,1307,260,240,132.983050847458
"1308",0.25,-8e-04,1308,300,260,132.983050847458
"1309",0.3,-8e-04,1309,260,210,132.983050847458
"1310",0,-9e-04,1310,260,230,112.677966101695
"1311",0.05,-9e-04,1311,240,230,112.677966101695
"1312",0.1,-9e-04,1312,230,230,112.677966101695
"1313",0.15,-9e-04,1313,260,230,112.677966101695
"1314",0.2,-9e-04,1314,240,230,112.677966101695
"1315",0.25,-9e-04,1315,290,230,112.677966101695
"1316",0.3,-9e-04,1316,230,210,112.677966101695
"1317",0,-0.001,1317,230,210,102.525423728814
"1318",0.05,-0.001,1318,230,210,102.525423728814
"1319",0.1,-0.001,1319,220,210,102.525423728814
"1320",0.15,-0.001,1320,230,210,102.525423728814
"1321",0.2,-0.001,1321,260,230,102.525423728814
"1322",0.25,-0.001,1322,230,210,102.525423728814
"1323",0.3,-0.001,1323,250,210,102.525423728814
"1324",0,-0.0011,1324,260,230,92.3728813559322
"1325",0.05,-0.0011,1325,250,250,92.3728813559322
"1326",0.1,-0.0011,1326,220,210,92.3728813559322
"1327",0.15,-0.0011,1327,270,230,92.3728813559322
"1328",0.2,-0.0011,1328,250,210,92.3728813559322
"1329",0.25,-0.0011,1329,210,210,92.3728813559322
"1330",0.3,-0.0011,1330,270,210,92.3728813559322
"1331",0,-2e-04,1331,590,570,478.169491525424
"1332",0.05,-2e-04,1332,590,570,478.169491525424
"1333",0.1,-2e-04,1333,580,580,478.169491525424
"1334",0.15,-2e-04,1334,590,590,478.169491525424
"1335",0.2,-2e-04,1335,590,590,478.169491525424
"1336",0.25,-2e-04,1336,590,570,478.169491525424
"1337",0.3,-2e-04,1337,590,590,478.169491525424
"1338",0,-3e-04,1338,470,450,315.728813559322
"1339",0.05,-3e-04,1339,470,440,315.728813559322
"1340",0.1,-3e-04,1340,470,450,315.728813559322
"1341",0.15,-3e-04,1341,490,450,315.728813559322
"1342",0.2,-3e-04,1342,480,450,315.728813559322
"1343",0.25,-3e-04,1343,480,410,315.728813559322
"1344",0.3,-3e-04,1344,450,450,315.728813559322
"1345",0,-4e-04,1345,340,360,254.813559322034
"1346",0.05,-4e-04,1346,340,330,254.813559322034
"1347",0.1,-4e-04,1347,390,360,254.813559322034
"1348",0.15,-4e-04,1348,390,350,254.813559322034
"1349",0.2,-4e-04,1349,340,310,254.813559322034
"1350",0.25,-4e-04,1350,360,360,254.813559322034
"1351",0.3,-4e-04,1351,350,340,254.813559322034
"1352",0,-5e-04,1352,320,300,193.898305084746
"1353",0.05,-5e-04,1353,300,290,193.898305084746
"1354",0.1,-5e-04,1354,340,340,193.898305084746
"1355",0.15,-5e-04,1355,320,270,193.898305084746
"1356",0.2,-5e-04,1356,320,330,193.898305084746
"1357",0.25,-5e-04,1357,360,330,193.898305084746
"1358",0.3,-5e-04,1358,320,320,193.898305084746
"1359",0,-6e-04,1359,290,230,173.593220338983
"1360",0.05,-6e-04,1360,260,240,173.593220338983
"1361",0.1,-6e-04,1361,320,260,173.593220338983
"1362",0.15,-6e-04,1362,310,230,173.593220338983
"1363",0.2,-6e-04,1363,230,230,173.593220338983
"1364",0.25,-6e-04,1364,310,300,173.593220338983
"1365",0.3,-6e-04,1365,240,230,173.593220338983
"1366",0,-7e-04,1366,290,260,143.135593220339
"1367",0.05,-7e-04,1367,270,260,143.135593220339
"1368",0.1,-7e-04,1368,270,260,143.135593220339
"1369",0.15,-7e-04,1369,270,260,143.135593220339
"1370",0.2,-7e-04,1370,310,260,143.135593220339
"1371",0.25,-7e-04,1371,310,260,143.135593220339
"1372",0.3,-7e-04,1372,280,260,143.135593220339
"1373",0,-8e-04,1373,270,230,132.983050847458
"1374",0.05,-8e-04,1374,290,230,132.983050847458
"1375",0.1,-8e-04,1375,240,240,132.983050847458
"1376",0.15,-8e-04,1376,230,230,132.983050847458
"1377",0.2,-8e-04,1377,270,270,132.983050847458
"1378",0.25,-8e-04,1378,280,260,132.983050847458
"1379",0.3,-8e-04,1379,250,210,132.983050847458
"1380",0,-9e-04,1380,260,230,112.677966101695
"1381",0.05,-9e-04,1381,260,230,112.677966101695
"1382",0.1,-9e-04,1382,260,220,112.677966101695
"1383",0.15,-9e-04,1383,270,230,112.677966101695
"1384",0.2,-9e-04,1384,270,220,112.677966101695
"1385",0.25,-9e-04,1385,300,230,112.677966101695
"1386",0.3,-9e-04,1386,280,250,112.677966101695
"1387",0,-0.001,1387,230,210,102.525423728814
"1388",0.05,-0.001,1388,260,210,102.525423728814
"1389",0.1,-0.001,1389,210,210,102.525423728814
"1390",0.15,-0.001,1390,270,230,102.525423728814
"1391",0.2,-0.001,1391,260,210,102.525423728814
"1392",0.25,-0.001,1392,230,210,102.525423728814
"1393",0.3,-0.001,1393,280,230,102.525423728814
"1394",0,-0.0011,1394,260,230,92.3728813559322
"1395",0.05,-0.0011,1395,230,230,92.3728813559322
"1396",0.1,-0.0011,1396,210,210,92.3728813559322
"1397",0.15,-0.0011,1397,220,230,92.3728813559322
"1398",0.2,-0.0011,1398,260,230,92.3728813559322
"1399",0.25,-0.0011,1399,260,220,92.3728813559322
"1400",0.3,-0.0011,1400,260,210,92.3728813559322
"1401",0,-2e-04,1401,590,570,478.169491525424
"1402",0.05,-2e-04,1402,590,570,478.169491525424
"1403",0.1,-2e-04,1403,590,590,478.169491525424
"1404",0.15,-2e-04,1404,590,590,478.169491525424
"1405",0.2,-2e-04,1405,580,590,478.169491525424
"1406",0.25,-2e-04,1406,590,580,478.169491525424
"1407",0.3,-2e-04,1407,590,590,478.169491525424
"1408",0,-3e-04,1408,470,450,315.728813559322
"1409",0.05,-3e-04,1409,490,450,315.728813559322
"1410",0.1,-3e-04,1410,440,450,315.728813559322
"1411",0.15,-3e-04,1411,470,440,315.728813559322
"1412",0.2,-3e-04,1412,470,450,315.728813559322
"1413",0.25,-3e-04,1413,430,450,315.728813559322
"1414",0.3,-3e-04,1414,470,410,315.728813559322
"1415",0,-4e-04,1415,340,360,254.813559322034
"1416",0.05,-4e-04,1416,340,360,254.813559322034
"1417",0.1,-4e-04,1417,390,360,254.813559322034
"1418",0.15,-4e-04,1418,390,330,254.813559322034
"1419",0.2,-4e-04,1419,390,360,254.813559322034
"1420",0.25,-4e-04,1420,360,350,254.813559322034
"1421",0.3,-4e-04,1421,390,360,254.813559322034
"1422",0,-5e-04,1422,320,300,193.898305084746
"1423",0.05,-5e-04,1423,270,270,193.898305084746
"1424",0.1,-5e-04,1424,310,270,193.898305084746
"1425",0.15,-5e-04,1425,210,260,193.898305084746
"1426",0.2,-5e-04,1426,320,320,193.898305084746
"1427",0.25,-5e-04,1427,330,270,193.898305084746
"1428",0.3,-5e-04,1428,300,570,193.898305084746
"1429",0,-6e-04,1429,290,230,173.593220338983
"1430",0.05,-6e-04,1430,280,260,173.593220338983
"1431",0.1,-6e-04,1431,270,230,173.593220338983
"1432",0.15,-6e-04,1432,280,240,173.593220338983
"1433",0.2,-6e-04,1433,260,280,173.593220338983
"1434",0.25,-6e-04,1434,320,300,173.593220338983
"1435",0.3,-6e-04,1435,260,220,173.593220338983
"1436",0,-7e-04,1436,290,260,143.135593220339
"1437",0.05,-7e-04,1437,240,230,143.135593220339
"1438",0.1,-7e-04,1438,240,240,143.135593220339
"1439",0.15,-7e-04,1439,260,260,143.135593220339
"1440",0.2,-7e-04,1440,370,230,143.135593220339
"1441",0.25,-7e-04,1441,290,260,143.135593220339
"1442",0.3,-7e-04,1442,310,250,143.135593220339
"1443",0,-8e-04,1443,270,230,132.983050847458
"1444",0.05,-8e-04,1444,270,230,132.983050847458
"1445",0.1,-8e-04,1445,230,230,132.983050847458
"1446",0.15,-8e-04,1446,260,220,132.983050847458
"1447",0.2,-8e-04,1447,290,240,132.983050847458
"1448",0.25,-8e-04,1448,300,220,132.983050847458
"1449",0.3,-8e-04,1449,300,210,132.983050847458
"1450",0,-9e-04,1450,260,230,112.677966101695
"1451",0.05,-9e-04,1451,260,230,112.677966101695
"1452",0.1,-9e-04,1452,250,220,112.677966101695
"1453",0.15,-9e-04,1453,210,210,112.677966101695
"1454",0.2,-9e-04,1454,230,230,112.677966101695
"1455",0.25,-9e-04,1455,220,220,112.677966101695
"1456",0.3,-9e-04,1456,240,210,112.677966101695
"1457",0,-0.001,1457,230,210,102.525423728814
"1458",0.05,-0.001,1458,220,210,102.525423728814
"1459",0.1,-0.001,1459,250,230,102.525423728814
"1460",0.15,-0.001,1460,260,210,102.525423728814
"1461",0.2,-0.001,1461,250,210,102.525423728814
"1462",0.25,-0.001,1462,260,220,102.525423728814
"1463",0.3,-0.001,1463,230,210,102.525423728814
"1464",0,-0.0011,1464,260,230,92.3728813559322
"1465",0.05,-0.0011,1465,240,230,92.3728813559322
"1466",0.1,-0.0011,1466,260,210,92.3728813559322
"1467",0.15,-0.0011,1467,210,210,92.3728813559322
"1468",0.2,-0.0011,1468,260,210,92.3728813559322
"1469",0.25,-0.0011,1469,270,210,92.3728813559322
"1470",0.3,-0.0011,1470,230,210,92.3728813559322
"1471",0,-2e-04,1471,590,570,478.169491525424
"1472",0.05,-2e-04,1472,590,590,478.169491525424
"1473",0.1,-2e-04,1473,590,580,478.169491525424
"1474",0.15,-2e-04,1474,590,590,478.169491525424
"1475",0.2,-2e-04,1475,590,590,478.169491525424
"1476",0.25,-2e-04,1476,590,590,478.169491525424
"1477",0.3,-2e-04,1477,590,590,478.169491525424
"1478",0,-3e-04,1478,470,450,315.728813559322
"1479",0.05,-3e-04,1479,460,450,315.728813559322
"1480",0.1,-3e-04,1480,410,410,315.728813559322
"1481",0.15,-3e-04,1481,460,450,315.728813559322
"1482",0.2,-3e-04,1482,460,440,315.728813559322
"1483",0.25,-3e-04,1483,470,460,315.728813559322
"1484",0.3,-3e-04,1484,550,420,315.728813559322
"1485",0,-4e-04,1485,340,360,254.813559322034
"1486",0.05,-4e-04,1486,340,340,254.813559322034
"1487",0.1,-4e-04,1487,350,360,254.813559322034
"1488",0.15,-4e-04,1488,390,370,254.813559322034
"1489",0.2,-4e-04,1489,350,380,254.813559322034
"1490",0.25,-4e-04,1490,350,350,254.813559322034
"1491",0.3,-4e-04,1491,390,320,254.813559322034
"1492",0,-5e-04,1492,320,300,193.898305084746
"1493",0.05,-5e-04,1493,310,270,193.898305084746
"1494",0.1,-5e-04,1494,340,330,193.898305084746
"1495",0.15,-5e-04,1495,340,270,193.898305084746
"1496",0.2,-5e-04,1496,320,270,193.898305084746
"1497",0.25,-5e-04,1497,320,240,193.898305084746
"1498",0.3,-5e-04,1498,310,260,193.898305084746
"1499",0,-6e-04,1499,290,230,173.593220338983
"1500",0.05,-6e-04,1500,260,230,173.593220338983
"1501",0.1,-6e-04,1501,270,230,173.593220338983
"1502",0.15,-6e-04,1502,310,230,173.593220338983
"1503",0.2,-6e-04,1503,330,300,173.593220338983
"1504",0.25,-6e-04,1504,270,230,173.593220338983
"1505",0.3,-6e-04,1505,270,210,173.593220338983
"1506",0,-7e-04,1506,290,260,143.135593220339
"1507",0.05,-7e-04,1507,240,260,143.135593220339
"1508",0.1,-7e-04,1508,310,270,143.135593220339
"1509",0.15,-7e-04,1509,290,270,143.135593220339
"1510",0.2,-7e-04,1510,300,260,143.135593220339
"1511",0.25,-7e-04,1511,300,270,143.135593220339
"1512",0.3,-7e-04,1512,230,230,143.135593220339
"1513",0,-8e-04,1513,270,230,132.983050847458
"1514",0.05,-8e-04,1514,230,230,132.983050847458
"1515",0.1,-8e-04,1515,240,230,132.983050847458
"1516",0.15,-8e-04,1516,230,260,132.983050847458
"1517",0.2,-8e-04,1517,270,260,132.983050847458
"1518",0.25,-8e-04,1518,300,330,132.983050847458
"1519",0.3,-8e-04,1519,290,280,132.983050847458
"1520",0,-9e-04,1520,260,230,112.677966101695
"1521",0.05,-9e-04,1521,280,230,112.677966101695
"1522",0.1,-9e-04,1522,270,220,112.677966101695
"1523",0.15,-9e-04,1523,260,230,112.677966101695
"1524",0.2,-9e-04,1524,230,220,112.677966101695
"1525",0.25,-9e-04,1525,270,230,112.677966101695
"1526",0.3,-9e-04,1526,280,230,112.677966101695
"1527",0,-0.001,1527,230,210,102.525423728814
"1528",0.05,-0.001,1528,230,210,102.525423728814
"1529",0.1,-0.001,1529,210,210,102.525423728814
"1530",0.15,-0.001,1530,230,230,102.525423728814
"1531",0.2,-0.001,1531,230,210,102.525423728814
"1532",0.25,-0.001,1532,210,210,102.525423728814
"1533",0.3,-0.001,1533,260,210,102.525423728814
"1534",0,-0.0011,1534,260,230,92.3728813559322
"1535",0.05,-0.0011,1535,230,210,92.3728813559322
"1536",0.1,-0.0011,1536,210,210,92.3728813559322
"1537",0.15,-0.0011,1537,210,210,92.3728813559322
"1538",0.2,-0.0011,1538,260,210,92.3728813559322
"1539",0.25,-0.0011,1539,210,210,92.3728813559322
"1540",0.3,-0.0011,1540,260,240,92.3728813559322
"1541",0,-2e-04,1541,590,570,478.169491525424
"1542",0.05,-2e-04,1542,590,590,478.169491525424
"1543",0.1,-2e-04,1543,580,580,478.169491525424
"1544",0.15,-2e-04,1544,290,580,478.169491525424
"1545",0.2,-2e-04,1545,590,590,478.169491525424
"1546",0.25,-2e-04,1546,590,590,478.169491525424
"1547",0.3,-2e-04,1547,590,590,478.169491525424
"1548",0,-3e-04,1548,470,450,315.728813559322
"1549",0.05,-3e-04,1549,480,450,315.728813559322
"1550",0.1,-3e-04,1550,440,450,315.728813559322
"1551",0.15,-3e-04,1551,470,450,315.728813559322
"1552",0.2,-3e-04,1552,510,440,315.728813559322
"1553",0.25,-3e-04,1553,470,450,315.728813559322
"1554",0.3,-3e-04,1554,470,460,315.728813559322
"1555",0,-4e-04,1555,340,360,254.813559322034
"1556",0.05,-4e-04,1556,350,350,254.813559322034
"1557",0.1,-4e-04,1557,370,360,254.813559322034
"1558",0.15,-4e-04,1558,360,360,254.813559322034
"1559",0.2,-4e-04,1559,370,360,254.813559322034
"1560",0.25,-4e-04,1560,380,330,254.813559322034
"1561",0.3,-4e-04,1561,330,340,254.813559322034
"1562",0,-5e-04,1562,320,300,193.898305084746
"1563",0.05,-5e-04,1563,320,300,193.898305084746
"1564",0.1,-5e-04,1564,300,290,193.898305084746
"1565",0.15,-5e-04,1565,320,300,193.898305084746
"1566",0.2,-5e-04,1566,320,330,193.898305084746
"1567",0.25,-5e-04,1567,330,320,193.898305084746
"1568",0.3,-5e-04,1568,300,260,193.898305084746
"1569",0,-6e-04,1569,290,230,173.593220338983
"1570",0.05,-6e-04,1570,290,260,173.593220338983
"1571",0.1,-6e-04,1571,310,290,173.593220338983
"1572",0.15,-6e-04,1572,300,290,173.593220338983
"1573",0.2,-6e-04,1573,260,300,173.593220338983
"1574",0.25,-6e-04,1574,260,260,173.593220338983
"1575",0.3,-6e-04,1575,220,300,173.593220338983
"1576",0,-7e-04,1576,290,260,143.135593220339
"1577",0.05,-7e-04,1577,270,260,143.135593220339
"1578",0.1,-7e-04,1578,270,260,143.135593220339
"1579",0.15,-7e-04,1579,270,260,143.135593220339
"1580",0.2,-7e-04,1580,270,250,143.135593220339
"1581",0.25,-7e-04,1581,250,240,143.135593220339
"1582",0.3,-7e-04,1582,270,260,143.135593220339
"1583",0,-8e-04,1583,270,230,132.983050847458
"1584",0.05,-8e-04,1584,260,230,132.983050847458
"1585",0.1,-8e-04,1585,290,230,132.983050847458
"1586",0.15,-8e-04,1586,300,260,132.983050847458
"1587",0.2,-8e-04,1587,300,230,132.983050847458
"1588",0.25,-8e-04,1588,310,280,132.983050847458
"1589",0.3,-8e-04,1589,270,220,132.983050847458
"1590",0,-9e-04,1590,260,230,112.677966101695
"1591",0.05,-9e-04,1591,250,210,112.677966101695
"1592",0.1,-9e-04,1592,230,210,112.677966101695
"1593",0.15,-9e-04,1593,270,220,112.677966101695
"1594",0.2,-9e-04,1594,270,210,112.677966101695
"1595",0.25,-9e-04,1595,220,210,112.677966101695
"1596",0.3,-9e-04,1596,340,220,112.677966101695
"1597",0,-0.001,1597,230,210,102.525423728814
"1598",0.05,-0.001,1598,230,210,102.525423728814
"1599",0.1,-0.001,1599,260,210,102.525423728814
"1600",0.15,-0.001,1600,250,210,102.525423728814
"1601",0.2,-0.001,1601,260,210,102.525423728814
"1602",0.25,-0.001,1602,220,220,102.525423728814
"1603",0.3,-0.001,1603,230,210,102.525423728814
"1604",0,-0.0011,1604,260,230,92.3728813559322
"1605",0.05,-0.0011,1605,230,230,92.3728813559322
"1606",0.1,-0.0011,1606,220,210,92.3728813559322
"1607",0.15,-0.0011,1607,230,220,92.3728813559322
"1608",0.2,-0.0011,1608,210,210,92.3728813559322
"1609",0.25,-0.0011,1609,220,210,92.3728813559322
"1610",0.3,-0.0011,1610,220,210,92.3728813559322
"1611",0,-2e-04,1611,590,570,478.169491525424
"1612",0.05,-2e-04,1612,590,590,478.169491525424
"1613",0.1,-2e-04,1613,590,590,478.169491525424
"1614",0.15,-2e-04,1614,590,580,478.169491525424
"1615",0.2,-2e-04,1615,590,590,478.169491525424
"1616",0.25,-2e-04,1616,590,590,478.169491525424
"1617",0.3,-2e-04,1617,590,590,478.169491525424
"1618",0,-3e-04,1618,470,450,315.728813559322
"1619",0.05,-3e-04,1619,470,450,315.728813559322
"1620",0.1,-3e-04,1620,490,460,315.728813559322
"1621",0.15,-3e-04,1621,470,440,315.728813559322
"1622",0.2,-3e-04,1622,470,450,315.728813559322
"1623",0.25,-3e-04,1623,450,430,315.728813559322
"1624",0.3,-3e-04,1624,490,470,315.728813559322
"1625",0,-4e-04,1625,340,360,254.813559322034
"1626",0.05,-4e-04,1626,370,360,254.813559322034
"1627",0.1,-4e-04,1627,360,360,254.813559322034
"1628",0.15,-4e-04,1628,380,360,254.813559322034
"1629",0.2,-4e-04,1629,390,380,254.813559322034
"1630",0.25,-4e-04,1630,320,330,254.813559322034
"1631",0.3,-4e-04,1631,400,340,254.813559322034
"1632",0,-5e-04,1632,320,300,193.898305084746
"1633",0.05,-5e-04,1633,300,300,193.898305084746
"1634",0.1,-5e-04,1634,280,280,193.898305084746
"1635",0.15,-5e-04,1635,290,290,193.898305084746
"1636",0.2,-5e-04,1636,340,330,193.898305084746
"1637",0.25,-5e-04,1637,350,290,193.898305084746
"1638",0.3,-5e-04,1638,320,300,193.898305084746
"1639",0,-6e-04,1639,290,230,173.593220338983
"1640",0.05,-6e-04,1640,260,260,173.593220338983
"1641",0.1,-6e-04,1641,260,260,173.593220338983
"1642",0.15,-6e-04,1642,250,230,173.593220338983
"1643",0.2,-6e-04,1643,280,270,173.593220338983
"1644",0.25,-6e-04,1644,310,210,173.593220338983
"1645",0.3,-6e-04,1645,320,230,173.593220338983
"1646",0,-7e-04,1646,290,260,143.135593220339
"1647",0.05,-7e-04,1647,240,230,143.135593220339
"1648",0.1,-7e-04,1648,240,260,143.135593220339
"1649",0.15,-7e-04,1649,300,230,143.135593220339
"1650",0.2,-7e-04,1650,280,230,143.135593220339
"1651",0.25,-7e-04,1651,310,230,143.135593220339
"1652",0.3,-7e-04,1652,280,230,143.135593220339
"1653",0,-8e-04,1653,270,230,132.983050847458
"1654",0.05,-8e-04,1654,290,230,132.983050847458
"1655",0.1,-8e-04,1655,270,270,132.983050847458
"1656",0.15,-8e-04,1656,260,260,132.983050847458
"1657",0.2,-8e-04,1657,230,210,132.983050847458
"1658",0.25,-8e-04,1658,270,260,132.983050847458
"1659",0.3,-8e-04,1659,300,330,132.983050847458
"1660",0,-9e-04,1660,260,230,112.677966101695
"1661",0.05,-9e-04,1661,240,230,112.677966101695
"1662",0.1,-9e-04,1662,250,220,112.677966101695
"1663",0.15,-9e-04,1663,250,230,112.677966101695
"1664",0.2,-9e-04,1664,230,230,112.677966101695
"1665",0.25,-9e-04,1665,270,220,112.677966101695
"1666",0.3,-9e-04,1666,270,210,112.677966101695
"1667",0,-0.001,1667,230,210,102.525423728814
"1668",0.05,-0.001,1668,240,230,102.525423728814
"1669",0.1,-0.001,1669,270,230,102.525423728814
"1670",0.15,-0.001,1670,230,210,102.525423728814
"1671",0.2,-0.001,1671,260,230,102.525423728814
"1672",0.25,-0.001,1672,270,220,102.525423728814
"1673",0.3,-0.001,1673,230,210,102.525423728814
"1674",0,-0.0011,1674,260,230,92.3728813559322
"1675",0.05,-0.0011,1675,220,210,92.3728813559322
"1676",0.1,-0.0011,1676,270,230,92.3728813559322
"1677",0.15,-0.0011,1677,220,210,92.3728813559322
"1678",0.2,-0.0011,1678,240,210,92.3728813559322
"1679",0.25,-0.0011,1679,270,270,92.3728813559322
"1680",0.3,-0.0011,1680,250,210,92.3728813559322
"1681",0,-2e-04,1681,590,570,478.169491525424
"1682",0.05,-2e-04,1682,590,580,478.169491525424
"1683",0.1,-2e-04,1683,570,590,478.169491525424
"1684",0.15,-2e-04,1684,590,590,478.169491525424
"1685",0.2,-2e-04,1685,590,590,478.169491525424
"1686",0.25,-2e-04,1686,590,580,478.169491525424
"1687",0.3,-2e-04,1687,590,590,478.169491525424
"1688",0,-3e-04,1688,470,450,315.728813559322
"1689",0.05,-3e-04,1689,480,450,315.728813559322
"1690",0.1,-3e-04,1690,490,450,315.728813559322
"1691",0.15,-3e-04,1691,460,450,315.728813559322
"1692",0.2,-3e-04,1692,480,480,315.728813559322
"1693",0.25,-3e-04,1693,430,430,315.728813559322
"1694",0.3,-3e-04,1694,480,460,315.728813559322
"1695",0,-4e-04,1695,340,360,254.813559322034
"1696",0.05,-4e-04,1696,350,330,254.813559322034
"1697",0.1,-4e-04,1697,380,360,254.813559322034
"1698",0.15,-4e-04,1698,360,360,254.813559322034
"1699",0.2,-4e-04,1699,360,360,254.813559322034
"1700",0.25,-4e-04,1700,330,310,254.813559322034
"1701",0.3,-4e-04,1701,390,350,254.813559322034
"1702",0,-5e-04,1702,320,300,193.898305084746
"1703",0.05,-5e-04,1703,300,300,193.898305084746
"1704",0.1,-5e-04,1704,300,310,193.898305084746
"1705",0.15,-5e-04,1705,310,270,193.898305084746
"1706",0.2,-5e-04,1706,290,290,193.898305084746
"1707",0.25,-5e-04,1707,350,260,193.898305084746
"1708",0.3,-5e-04,1708,350,310,193.898305084746
"1709",0,-6e-04,1709,290,230,173.593220338983
"1710",0.05,-6e-04,1710,270,260,173.593220338983
"1711",0.1,-6e-04,1711,320,230,173.593220338983
"1712",0.15,-6e-04,1712,310,250,173.593220338983
"1713",0.2,-6e-04,1713,300,230,173.593220338983
"1714",0.25,-6e-04,1714,310,300,173.593220338983
"1715",0.3,-6e-04,1715,270,230,173.593220338983
"1716",0,-7e-04,1716,290,260,143.135593220339
"1717",0.05,-7e-04,1717,270,230,143.135593220339
"1718",0.1,-7e-04,1718,290,260,143.135593220339
"1719",0.15,-7e-04,1719,280,230,143.135593220339
"1720",0.2,-7e-04,1720,290,230,143.135593220339
"1721",0.25,-7e-04,1721,290,240,143.135593220339
"1722",0.3,-7e-04,1722,310,260,143.135593220339
"1723",0,-8e-04,1723,270,230,132.983050847458
"1724",0.05,-8e-04,1724,260,230,132.983050847458
"1725",0.1,-8e-04,1725,270,260,132.983050847458
"1726",0.15,-8e-04,1726,230,230,132.983050847458
"1727",0.2,-8e-04,1727,280,270,132.983050847458
"1728",0.25,-8e-04,1728,230,230,132.983050847458
"1729",0.3,-8e-04,1729,270,230,132.983050847458
"1730",0,-9e-04,1730,260,230,112.677966101695
"1731",0.05,-9e-04,1731,230,230,112.677966101695
"1732",0.1,-9e-04,1732,260,220,112.677966101695
"1733",0.15,-9e-04,1733,260,220,112.677966101695
"1734",0.2,-9e-04,1734,240,220,112.677966101695
"1735",0.25,-9e-04,1735,290,220,112.677966101695
"1736",0.3,-9e-04,1736,290,230,112.677966101695
"1737",0,-0.001,1737,230,210,102.525423728814
"1738",0.05,-0.001,1738,230,210,102.525423728814
"1739",0.1,-0.001,1739,230,210,102.525423728814
"1740",0.15,-0.001,1740,220,210,102.525423728814
"1741",0.2,-0.001,1741,220,230,102.525423728814
"1742",0.25,-0.001,1742,230,210,102.525423728814
"1743",0.3,-0.001,1743,220,220,102.525423728814
"1744",0,-0.0011,1744,260,230,92.3728813559322
"1745",0.05,-0.0011,1745,230,210,92.3728813559322
"1746",0.1,-0.0011,1746,250,210,92.3728813559322
"1747",0.15,-0.0011,1747,250,230,92.3728813559322
