"","obs_error","rate_of_change","replicate","sim_fisher_min_ts60","sim_log_fisher_min_ts60","regime_shift_time_ts60"
"51",0.05,-9e-04,51,260,230,112.677966101695
"52",0.1,-9e-04,52,240,230,112.677966101695
"53",0.15,-9e-04,53,220,210,112.677966101695
"54",0.2,-9e-04,54,220,210,112.677966101695
"55",0.25,-9e-04,55,290,210,112.677966101695
"56",0.3,-9e-04,56,290,230,112.677966101695
"57",0,-0.001,57,230,210,102.525423728814
"58",0.05,-0.001,58,270,210,102.525423728814
"59",0.1,-0.001,59,230,210,102.525423728814
"60",0.15,-0.001,60,230,230,102.525423728814
"61",0.2,-0.001,61,210,210,102.525423728814
"62",0.25,-0.001,62,240,210,102.525423728814
"63",0.3,-0.001,63,280,210,102.525423728814
"64",0,-0.0011,64,260,230,92.3728813559322
"65",0.05,-0.0011,65,240,210,92.3728813559322
"66",0.1,-0.0011,66,230,210,92.3728813559322
"67",0.15,-0.0011,67,270,230,92.3728813559322
"68",0.2,-0.0011,68,220,210,92.3728813559322
"69",0.25,-0.0011,69,260,240,92.3728813559322
"70",0.3,-0.0011,70,220,220,92.3728813559322
"71",0,-2e-04,71,590,570,478.169491525424
"72",0.05,-2e-04,72,590,570,478.169491525424
"73",0.1,-2e-04,73,590,590,478.169491525424
"74",0.15,-2e-04,74,590,590,478.169491525424
"75",0.2,-2e-04,75,590,570,478.169491525424
"76",0.25,-2e-04,76,580,570,478.169491525424
"77",0.3,-2e-04,77,590,540,478.169491525424
"78",0,-3e-04,78,470,450,315.728813559322
"79",0.05,-3e-04,79,460,450,315.728813559322
"80",0.1,-3e-04,80,470,440,315.728813559322
"81",0.15,-3e-04,81,460,450,315.728813559322
"82",0.2,-3e-04,82,470,470,315.728813559322
"83",0.25,-3e-04,83,490,480,315.728813559322
"84",0.3,-3e-04,84,460,440,315.728813559322
"85",0,-4e-04,85,340,360,254.813559322034
"86",0.05,-4e-04,86,350,390,254.813559322034
"87",0.1,-4e-04,87,340,320,254.813559322034
"88",0.15,-4e-04,88,370,360,254.813559322034
"89",0.2,-4e-04,89,340,360,254.813559322034
"90",0.25,-4e-04,90,380,360,254.813559322034
"91",0.3,-4e-04,91,380,360,254.813559322034
"92",0,-5e-04,92,320,300,193.898305084746
"93",0.05,-5e-04,93,290,290,193.898305084746
"94",0.1,-5e-04,94,310,270,193.898305084746
"95",0.15,-5e-04,95,340,330,193.898305084746
"96",0.2,-5e-04,96,330,310,193.898305084746
"97",0.25,-5e-04,97,350,300,193.898305084746
"98",0.3,-5e-04,98,310,300,193.898305084746
"99",0,-6e-04,99,290,230,173.593220338983
"100",0.05,-6e-04,100,270,230,173.593220338983
"101",0.1,-6e-04,101,260,250,173.593220338983
"102",0.15,-6e-04,102,310,230,173.593220338983
"103",0.2,-6e-04,103,310,290,173.593220338983
"104",0.25,-6e-04,104,260,230,173.593220338983
"105",0.3,-6e-04,105,320,230,173.593220338983
"106",0,-7e-04,106,290,260,143.135593220339
"107",0.05,-7e-04,107,300,260,143.135593220339
"108",0.1,-7e-04,108,290,260,143.135593220339
"109",0.15,-7e-04,109,290,270,143.135593220339
"110",0.2,-7e-04,110,230,230,143.135593220339
"111",0.25,-7e-04,111,310,210,143.135593220339
"112",0.3,-7e-04,112,240,290,143.135593220339
"113",0,-8e-04,113,270,230,132.983050847458
"114",0.05,-8e-04,114,290,230,132.983050847458
"115",0.1,-8e-04,115,230,230,132.983050847458
"116",0.15,-8e-04,116,270,240,132.983050847458
"117",0.2,-8e-04,117,270,230,132.983050847458
"118",0.25,-8e-04,118,260,210,132.983050847458
"119",0.3,-8e-04,119,270,220,132.983050847458
"120",0,-9e-04,120,260,230,112.677966101695
"121",0.05,-9e-04,121,270,230,112.677966101695
"122",0.1,-9e-04,122,240,230,112.677966101695
"123",0.15,-9e-04,123,240,220,112.677966101695
"124",0.2,-9e-04,124,230,230,112.677966101695
"125",0.25,-9e-04,125,260,230,112.677966101695
"126",0.3,-9e-04,126,220,210,112.677966101695
"127",0,-0.001,127,230,210,102.525423728814
"128",0.05,-0.001,128,230,210,102.525423728814
"129",0.1,-0.001,129,220,210,102.525423728814
"130",0.15,-0.001,130,250,210,102.525423728814
"131",0.2,-0.001,131,270,230,102.525423728814
"132",0.25,-0.001,132,260,210,102.525423728814
"133",0.3,-0.001,133,280,210,102.525423728814
"134",0,-0.0011,134,260,230,92.3728813559322
"135",0.05,-0.0011,135,260,210,92.3728813559322
"136",0.1,-0.0011,136,210,230,92.3728813559322
"137",0.15,-0.0011,137,240,220,92.3728813559322
"138",0.2,-0.0011,138,220,220,92.3728813559322
"139",0.25,-0.0011,139,260,250,92.3728813559322
"140",0.3,-0.0011,140,230,230,92.3728813559322
"141",0,-2e-04,141,590,570,478.169491525424
"142",0.05,-2e-04,142,590,580,478.169491525424
"143",0.1,-2e-04,143,590,590,478.169491525424
"144",0.15,-2e-04,144,590,590,478.169491525424
"145",0.2,-2e-04,145,590,570,478.169491525424
"146",0.25,-2e-04,146,590,590,478.169491525424
"147",0.3,-2e-04,147,590,470,478.169491525424
"148",0,-3e-04,148,470,450,315.728813559322
"149",0.05,-3e-04,149,450,450,315.728813559322
"150",0.1,-3e-04,150,470,440,315.728813559322
"151",0.15,-3e-04,151,480,450,315.728813559322
"152",0.2,-3e-04,152,430,450,315.728813559322
"153",0.25,-3e-04,153,490,450,315.728813559322
"154",0.3,-3e-04,154,480,420,315.728813559322
"155",0,-4e-04,155,340,360,254.813559322034
"156",0.05,-4e-04,156,370,360,254.813559322034
"157",0.1,-4e-04,157,390,330,254.813559322034
"158",0.15,-4e-04,158,380,330,254.813559322034
"159",0.2,-4e-04,159,340,360,254.813559322034
"160",0.25,-4e-04,160,380,340,254.813559322034
"161",0.3,-4e-04,161,390,390,254.813559322034
"162",0,-5e-04,162,320,300,193.898305084746
"163",0.05,-5e-04,163,310,290,193.898305084746
"164",0.1,-5e-04,164,350,300,193.898305084746
"165",0.15,-5e-04,165,340,260,193.898305084746
"166",0.2,-5e-04,166,350,340,193.898305084746
"167",0.25,-5e-04,167,350,330,193.898305084746
"168",0.3,-5e-04,168,350,320,193.898305084746
"169",0,-6e-04,169,290,230,173.593220338983
"170",0.05,-6e-04,170,290,230,173.593220338983
"171",0.1,-6e-04,171,300,290,173.593220338983
"172",0.15,-6e-04,172,310,230,173.593220338983
"173",0.2,-6e-04,173,250,230,173.593220338983
"174",0.25,-6e-04,174,300,260,173.593220338983
"175",0.3,-6e-04,175,290,220,173.593220338983
"176",0,-7e-04,176,290,260,143.135593220339
"177",0.05,-7e-04,177,240,260,143.135593220339
"178",0.1,-7e-04,178,260,260,143.135593220339
"179",0.15,-7e-04,179,290,260,143.135593220339
"180",0.2,-7e-04,180,300,260,143.135593220339
"181",0.25,-7e-04,181,300,230,143.135593220339
"182",0.3,-7e-04,182,270,260,143.135593220339
"183",0,-8e-04,183,270,230,132.983050847458
"184",0.05,-8e-04,184,290,260,132.983050847458
"185",0.1,-8e-04,185,230,270,132.983050847458
"186",0.15,-8e-04,186,270,270,132.983050847458
"187",0.2,-8e-04,187,270,220,132.983050847458
"188",0.25,-8e-04,188,310,280,132.983050847458
"189",0.3,-8e-04,189,300,210,132.983050847458
"190",0,-9e-04,190,260,230,112.677966101695
"191",0.05,-9e-04,191,240,230,112.677966101695
"192",0.1,-9e-04,192,270,230,112.677966101695
"193",0.15,-9e-04,193,230,220,112.677966101695
"194",0.2,-9e-04,194,260,210,112.677966101695
"195",0.25,-9e-04,195,290,210,112.677966101695
"196",0.3,-9e-04,196,240,230,112.677966101695
"197",0,-0.001,197,230,210,102.525423728814
"198",0.05,-0.001,198,210,210,102.525423728814
"199",0.1,-0.001,199,230,210,102.525423728814
"200",0.15,-0.001,200,230,230,102.525423728814
"201",0.2,-0.001,201,270,220,102.525423728814
"202",0.25,-0.001,202,220,210,102.525423728814
"203",0.3,-0.001,203,220,220,102.525423728814
"204",0,-0.0011,204,260,230,92.3728813559322
"205",0.05,-0.0011,205,260,230,92.3728813559322
"206",0.1,-0.0011,206,220,230,92.3728813559322
"207",0.15,-0.0011,207,250,210,92.3728813559322
"208",0.2,-0.0011,208,210,210,92.3728813559322
"209",0.25,-0.0011,209,230,220,92.3728813559322
"210",0.3,-0.0011,210,270,220,92.3728813559322
"211",0,-2e-04,211,590,570,478.169491525424
"212",0.05,-2e-04,212,580,590,478.169491525424
"213",0.1,-2e-04,213,590,580,478.169491525424
"214",0.15,-2e-04,214,590,590,478.169491525424
"215",0.2,-2e-04,215,590,590,478.169491525424
"216",0.25,-2e-04,216,590,590,478.169491525424
"217",0.3,-2e-04,217,580,590,478.169491525424
"218",0,-3e-04,218,470,450,315.728813559322
"219",0.05,-3e-04,219,470,450,315.728813559322
"220",0.1,-3e-04,220,450,450,315.728813559322
"221",0.15,-3e-04,221,490,450,315.728813559322
"222",0.2,-3e-04,222,470,420,315.728813559322
"223",0.25,-3e-04,223,480,440,315.728813559322
"224",0.3,-3e-04,224,450,450,315.728813559322
"225",0,-4e-04,225,340,360,254.813559322034
"226",0.05,-4e-04,226,350,360,254.813559322034
"227",0.1,-4e-04,227,380,360,254.813559322034
"228",0.15,-4e-04,228,390,370,254.813559322034
"229",0.2,-4e-04,229,380,310,254.813559322034
"230",0.25,-4e-04,230,320,300,254.813559322034
"231",0.3,-4e-04,231,260,320,254.813559322034
"232",0,-5e-04,232,320,300,193.898305084746
"233",0.05,-5e-04,233,330,330,193.898305084746
"234",0.1,-5e-04,234,310,330,193.898305084746
"235",0.15,-5e-04,235,310,330,193.898305084746
"236",0.2,-5e-04,236,340,330,193.898305084746
"237",0.25,-5e-04,237,330,320,193.898305084746
"238",0.3,-5e-04,238,320,270,193.898305084746
"239",0,-6e-04,239,290,230,173.593220338983
"240",0.05,-6e-04,240,270,260,173.593220338983
"241",0.1,-6e-04,241,320,320,173.593220338983
"242",0.15,-6e-04,242,280,210,173.593220338983
"243",0.2,-6e-04,243,290,210,173.593220338983
"244",0.25,-6e-04,244,310,210,173.593220338983
"245",0.3,-6e-04,245,340,260,173.593220338983
"246",0,-7e-04,246,290,260,143.135593220339
"247",0.05,-7e-04,247,270,260,143.135593220339
"248",0.1,-7e-04,248,250,240,143.135593220339
"249",0.15,-7e-04,249,290,270,143.135593220339
"250",0.2,-7e-04,250,270,260,143.135593220339
"251",0.25,-7e-04,251,300,230,143.135593220339
"252",0.3,-7e-04,252,310,210,143.135593220339
"253",0,-8e-04,253,270,230,132.983050847458
"254",0.05,-8e-04,254,270,260,132.983050847458
"255",0.1,-8e-04,255,280,260,132.983050847458
"256",0.15,-8e-04,256,230,220,132.983050847458
"257",0.2,-8e-04,257,230,220,132.983050847458
"258",0.25,-8e-04,258,270,230,132.983050847458
"259",0.3,-8e-04,259,310,270,132.983050847458
"260",0,-9e-04,260,260,230,112.677966101695
"261",0.05,-9e-04,261,270,230,112.677966101695
"262",0.1,-9e-04,262,230,230,112.677966101695
"263",0.15,-9e-04,263,210,210,112.677966101695
"264",0.2,-9e-04,264,260,210,112.677966101695
"265",0.25,-9e-04,265,220,220,112.677966101695
"266",0.3,-9e-04,266,250,210,112.677966101695
"267",0,-0.001,267,230,210,102.525423728814
"268",0.05,-0.001,268,210,210,102.525423728814
"269",0.1,-0.001,269,260,230,102.525423728814
"270",0.15,-0.001,270,240,210,102.525423728814
"271",0.2,-0.001,271,260,210,102.525423728814
"272",0.25,-0.001,272,220,210,102.525423728814
"273",0.3,-0.001,273,260,210,102.525423728814
"274",0,-0.0011,274,260,230,92.3728813559322
"275",0.05,-0.0011,275,230,230,92.3728813559322
"276",0.1,-0.0011,276,230,210,92.3728813559322
"277",0.15,-0.0011,277,230,220,92.3728813559322
"278",0.2,-0.0011,278,230,230,92.3728813559322
"279",0.25,-0.0011,279,270,210,92.3728813559322
"280",0.3,-0.0011,280,260,230,92.3728813559322
"281",0,-2e-04,281,590,570,478.169491525424
"282",0.05,-2e-04,282,590,570,478.169491525424
"283",0.1,-2e-04,283,590,580,478.169491525424
"284",0.15,-2e-04,284,590,590,478.169491525424
"285",0.2,-2e-04,285,590,590,478.169491525424
"286",0.25,-2e-04,286,590,590,478.169491525424
"287",0.3,-2e-04,287,590,580,478.169491525424
"288",0,-3e-04,288,470,450,315.728813559322
"289",0.05,-3e-04,289,410,450,315.728813559322
"290",0.1,-3e-04,290,480,440,315.728813559322
"291",0.15,-3e-04,291,410,430,315.728813559322
"292",0.2,-3e-04,292,480,450,315.728813559322
"293",0.25,-3e-04,293,480,450,315.728813559322
"294",0.3,-3e-04,294,470,440,315.728813559322
"295",0,-4e-04,295,340,360,254.813559322034
"296",0.05,-4e-04,296,360,360,254.813559322034
"297",0.1,-4e-04,297,380,350,254.813559322034
"298",0.15,-4e-04,298,380,370,254.813559322034
"299",0.2,-4e-04,299,390,360,254.813559322034
"300",0.25,-4e-04,300,370,360,254.813559322034
"301",0.3,-4e-04,301,400,370,254.813559322034
"302",0,-5e-04,302,320,300,193.898305084746
"303",0.05,-5e-04,303,300,270,193.898305084746
"304",0.1,-5e-04,304,320,320,193.898305084746
"305",0.15,-5e-04,305,270,270,193.898305084746
"306",0.2,-5e-04,306,350,300,193.898305084746
"307",0.25,-5e-04,307,320,270,193.898305084746
"308",0.3,-5e-04,308,340,270,193.898305084746
"309",0,-6e-04,309,290,230,173.593220338983
"310",0.05,-6e-04,310,280,240,173.593220338983
"311",0.1,-6e-04,311,300,260,173.593220338983
"312",0.15,-6e-04,312,320,230,173.593220338983
"313",0.2,-6e-04,313,260,270,173.593220338983
"314",0.25,-6e-04,314,310,230,173.593220338983
"315",0.3,-6e-04,315,270,230,173.593220338983
"316",0,-7e-04,316,290,260,143.135593220339
"317",0.05,-7e-04,317,240,230,143.135593220339
"318",0.1,-7e-04,318,290,260,143.135593220339
"319",0.15,-7e-04,319,260,250,143.135593220339
"320",0.2,-7e-04,320,270,240,143.135593220339
"321",0.25,-7e-04,321,260,210,143.135593220339
"322",0.3,-7e-04,322,270,230,143.135593220339
"323",0,-8e-04,323,270,230,132.983050847458
"324",0.05,-8e-04,324,230,230,132.983050847458
"325",0.1,-8e-04,325,270,230,132.983050847458
"326",0.15,-8e-04,326,240,210,132.983050847458
"327",0.2,-8e-04,327,310,220,132.983050847458
"328",0.25,-8e-04,328,300,230,132.983050847458
"329",0.3,-8e-04,329,300,270,132.983050847458
"330",0,-9e-04,330,260,230,112.677966101695
"331",0.05,-9e-04,331,250,210,112.677966101695
"332",0.1,-9e-04,332,250,240,112.677966101695
"333",0.15,-9e-04,333,270,210,112.677966101695
"334",0.2,-9e-04,334,270,230,112.677966101695
"335",0.25,-9e-04,335,250,230,112.677966101695
"336",0.3,-9e-04,336,230,230,112.677966101695
"337",0,-0.001,337,230,210,102.525423728814
"338",0.05,-0.001,338,210,210,102.525423728814
"339",0.1,-0.001,339,230,230,102.525423728814
"340",0.15,-0.001,340,220,210,102.525423728814
"341",0.2,-0.001,341,220,210,102.525423728814
"342",0.25,-0.001,342,210,210,102.525423728814
"343",0.3,-0.001,343,270,210,102.525423728814
"344",0,-0.0011,344,260,230,92.3728813559322
"345",0.05,-0.0011,345,230,230,92.3728813559322
"346",0.1,-0.0011,346,240,230,92.3728813559322
"347",0.15,-0.0011,347,270,230,92.3728813559322
"348",0.2,-0.0011,348,260,210,92.3728813559322
"349",0.25,-0.0011,349,250,230,92.3728813559322
"350",0.3,-0.0011,350,260,210,92.3728813559322
"351",0,-2e-04,351,590,570,478.169491525424
"352",0.05,-2e-04,352,590,590,478.169491525424
"353",0.1,-2e-04,353,580,580,478.169491525424
"354",0.15,-2e-04,354,590,580,478.169491525424
"355",0.2,-2e-04,355,590,580,478.169491525424
"356",0.25,-2e-04,356,590,580,478.169491525424
"357",0.3,-2e-04,357,590,590,478.169491525424
"358",0,-3e-04,358,470,450,315.728813559322
"359",0.05,-3e-04,359,500,450,315.728813559322
"360",0.1,-3e-04,360,480,450,315.728813559322
"361",0.15,-3e-04,361,490,440,315.728813559322
"362",0.2,-3e-04,362,480,450,315.728813559322
"363",0.25,-3e-04,363,480,450,315.728813559322
"364",0.3,-3e-04,364,470,450,315.728813559322
"365",0,-4e-04,365,340,360,254.813559322034
"366",0.05,-4e-04,366,350,360,254.813559322034
"367",0.1,-4e-04,367,380,340,254.813559322034
"368",0.15,-4e-04,368,340,330,254.813559322034
"369",0.2,-4e-04,369,350,360,254.813559322034
"370",0.25,-4e-04,370,380,310,254.813559322034
"371",0.3,-4e-04,371,360,350,254.813559322034
"372",0,-5e-04,372,320,300,193.898305084746
"373",0.05,-5e-04,373,320,290,193.898305084746
"374",0.1,-5e-04,374,340,330,193.898305084746
"375",0.15,-5e-04,375,330,330,193.898305084746
"376",0.2,-5e-04,376,340,320,193.898305084746
"377",0.25,-5e-04,377,340,340,193.898305084746
"378",0.3,-5e-04,378,330,340,193.898305084746
"379",0,-6e-04,379,290,230,173.593220338983
"380",0.05,-6e-04,380,240,230,173.593220338983
"381",0.1,-6e-04,381,270,230,173.593220338983
"382",0.15,-6e-04,382,320,260,173.593220338983
"383",0.2,-6e-04,383,270,260,173.593220338983
"384",0.25,-6e-04,384,300,280,173.593220338983
"385",0.3,-6e-04,385,300,300,173.593220338983
"386",0,-7e-04,386,290,260,143.135593220339
"387",0.05,-7e-04,387,270,240,143.135593220339
"388",0.1,-7e-04,388,270,230,143.135593220339
"389",0.15,-7e-04,389,270,230,143.135593220339
"390",0.2,-7e-04,390,270,270,143.135593220339
"391",0.25,-7e-04,391,290,250,143.135593220339
"392",0.3,-7e-04,392,280,290,143.135593220339
"393",0,-8e-04,393,270,230,132.983050847458
"394",0.05,-8e-04,394,230,230,132.983050847458
"395",0.1,-8e-04,395,210,210,132.983050847458
"396",0.15,-8e-04,396,250,250,132.983050847458
"397",0.2,-8e-04,397,250,260,132.983050847458
"398",0.25,-8e-04,398,310,240,132.983050847458
"399",0.3,-8e-04,399,280,230,132.983050847458
"400",0,-9e-04,400,260,230,112.677966101695
"401",0.05,-9e-04,401,230,230,112.677966101695
"402",0.1,-9e-04,402,260,210,112.677966101695
"403",0.15,-9e-04,403,280,230,112.677966101695
"404",0.2,-9e-04,404,230,220,112.677966101695
"405",0.25,-9e-04,405,220,220,112.677966101695
"406",0.3,-9e-04,406,280,230,112.677966101695
"407",0,-0.001,407,230,210,102.525423728814
"408",0.05,-0.001,408,220,210,102.525423728814
"409",0.1,-0.001,409,240,220,102.525423728814
"410",0.15,-0.001,410,260,210,102.525423728814
"411",0.2,-0.001,411,210,210,102.525423728814
"412",0.25,-0.001,412,250,240,102.525423728814
"413",0.3,-0.001,413,290,230,102.525423728814
"414",0,-0.0011,414,260,230,92.3728813559322
"415",0.05,-0.0011,415,210,210,92.3728813559322
"416",0.1,-0.0011,416,230,210,92.3728813559322
"417",0.15,-0.0011,417,240,230,92.3728813559322
"418",0.2,-0.0011,418,220,210,92.3728813559322
"419",0.25,-0.0011,419,230,210,92.3728813559322
"420",0.3,-0.0011,420,270,230,92.3728813559322
"421",0,-2e-04,421,590,570,478.169491525424
"422",0.05,-2e-04,422,580,580,478.169491525424
"423",0.1,-2e-04,423,590,590,478.169491525424
"424",0.15,-2e-04,424,590,590,478.169491525424
"425",0.2,-2e-04,425,590,580,478.169491525424
"426",0.25,-2e-04,426,580,540,478.169491525424
"427",0.3,-2e-04,427,590,570,478.169491525424
"428",0,-3e-04,428,470,450,315.728813559322
"429",0.05,-3e-04,429,480,450,315.728813559322
"430",0.1,-3e-04,430,490,450,315.728813559322
"431",0.15,-3e-04,431,480,440,315.728813559322
"432",0.2,-3e-04,432,480,460,315.728813559322
"433",0.25,-3e-04,433,430,410,315.728813559322
"434",0.3,-3e-04,434,490,450,315.728813559322
"435",0,-4e-04,435,340,360,254.813559322034
"436",0.05,-4e-04,436,350,360,254.813559322034
"437",0.1,-4e-04,437,390,330,254.813559322034
"438",0.15,-4e-04,438,380,330,254.813559322034
"439",0.2,-4e-04,439,350,360,254.813559322034
"440",0.25,-4e-04,440,390,310,254.813559322034
"441",0.3,-4e-04,441,360,340,254.813559322034
"442",0,-5e-04,442,320,300,193.898305084746
"443",0.05,-5e-04,443,310,300,193.898305084746
"444",0.1,-5e-04,444,300,290,193.898305084746
"445",0.15,-5e-04,445,300,270,193.898305084746
"446",0.2,-5e-04,446,320,320,193.898305084746
"447",0.25,-5e-04,447,340,290,193.898305084746
"448",0.3,-5e-04,448,300,300,193.898305084746
"449",0,-6e-04,449,290,230,173.593220338983
"450",0.05,-6e-04,450,320,230,173.593220338983
"451",0.1,-6e-04,451,270,290,173.593220338983
"452",0.15,-6e-04,452,260,250,173.593220338983
"453",0.2,-6e-04,453,300,230,173.593220338983
"454",0.25,-6e-04,454,320,210,173.593220338983
"455",0.3,-6e-04,455,260,260,173.593220338983
"456",0,-7e-04,456,290,260,143.135593220339
"457",0.05,-7e-04,457,280,260,143.135593220339
"458",0.1,-7e-04,458,300,230,143.135593220339
"459",0.15,-7e-04,459,290,260,143.135593220339
"460",0.2,-7e-04,460,300,250,143.135593220339
"461",0.25,-7e-04,461,290,250,143.135593220339
"462",0.3,-7e-04,462,310,270,143.135593220339
"463",0,-8e-04,463,270,230,132.983050847458
"464",0.05,-8e-04,464,260,230,132.983050847458
"465",0.1,-8e-04,465,240,230,132.983050847458
"466",0.15,-8e-04,466,310,210,132.983050847458
"467",0.2,-8e-04,467,270,260,132.983050847458
"468",0.25,-8e-04,468,260,210,132.983050847458
"469",0.3,-8e-04,469,290,220,132.983050847458
"470",0,-9e-04,470,260,230,112.677966101695
"471",0.05,-9e-04,471,240,230,112.677966101695
"472",0.1,-9e-04,472,230,220,112.677966101695
"473",0.15,-9e-04,473,240,220,112.677966101695
"474",0.2,-9e-04,474,240,230,112.677966101695
"475",0.25,-9e-04,475,220,210,112.677966101695
"476",0.3,-9e-04,476,230,210,112.677966101695
"477",0,-0.001,477,230,210,102.525423728814
"478",0.05,-0.001,478,230,230,102.525423728814
"479",0.1,-0.001,479,230,210,102.525423728814
"480",0.15,-0.001,480,320,210,102.525423728814
"481",0.2,-0.001,481,270,210,102.525423728814
"482",0.25,-0.001,482,270,230,102.525423728814
"483",0.3,-0.001,483,220,210,102.525423728814
"484",0,-0.0011,484,260,230,92.3728813559322
"485",0.05,-0.0011,485,230,230,92.3728813559322
"486",0.1,-0.0011,486,220,210,92.3728813559322
"487",0.15,-0.0011,487,250,210,92.3728813559322
"488",0.2,-0.0011,488,260,210,92.3728813559322
"489",0.25,-0.0011,489,260,210,92.3728813559322
"490",0.3,-0.0011,490,270,210,92.3728813559322
"491",0,-2e-04,491,590,570,478.169491525424
"492",0.05,-2e-04,492,590,590,478.169491525424
"493",0.1,-2e-04,493,590,390,478.169491525424
"494",0.15,-2e-04,494,410,590,478.169491525424
"495",0.2,-2e-04,495,570,560,478.169491525424
"496",0.25,-2e-04,496,590,590,478.169491525424
"497",0.3,-2e-04,497,590,590,478.169491525424
"498",0,-3e-04,498,470,450,315.728813559322
"499",0.05,-3e-04,499,480,450,315.728813559322
"500",0.1,-3e-04,500,460,460,315.728813559322
"501",0.15,-3e-04,501,450,590,315.728813559322
"502",0.2,-3e-04,502,460,450,315.728813559322
"503",0.25,-3e-04,503,490,460,315.728813559322
"504",0.3,-3e-04,504,480,420,315.728813559322
"505",0,-4e-04,505,340,360,254.813559322034
"506",0.05,-4e-04,506,390,360,254.813559322034
"507",0.1,-4e-04,507,390,340,254.813559322034
"508",0.15,-4e-04,508,380,310,254.813559322034
"509",0.2,-4e-04,509,390,350,254.813559322034
"510",0.25,-4e-04,510,380,360,254.813559322034
"511",0.3,-4e-04,511,360,360,254.813559322034
"512",0,-5e-04,512,320,300,193.898305084746
"513",0.05,-5e-04,513,310,270,193.898305084746
"514",0.1,-5e-04,514,320,270,193.898305084746
"515",0.15,-5e-04,515,310,270,193.898305084746
"516",0.2,-5e-04,516,310,300,193.898305084746
"517",0.25,-5e-04,517,340,270,193.898305084746
"518",0.3,-5e-04,518,330,300,193.898305084746
"519",0,-6e-04,519,290,230,173.593220338983
"520",0.05,-6e-04,520,280,260,173.593220338983
"521",0.1,-6e-04,521,310,230,173.593220338983
"522",0.15,-6e-04,522,310,240,173.593220338983
"523",0.2,-6e-04,523,310,260,173.593220338983
"524",0.25,-6e-04,524,300,290,173.593220338983
"525",0.3,-6e-04,525,300,290,173.593220338983
"526",0,-7e-04,526,290,260,143.135593220339
"527",0.05,-7e-04,527,290,260,143.135593220339
"528",0.1,-7e-04,528,270,260,143.135593220339
"529",0.15,-7e-04,529,290,260,143.135593220339
"530",0.2,-7e-04,530,310,230,143.135593220339
"531",0.25,-7e-04,531,240,220,143.135593220339
"532",0.3,-7e-04,532,240,270,143.135593220339
"533",0,-8e-04,533,270,230,132.983050847458
"534",0.05,-8e-04,534,260,260,132.983050847458
"535",0.1,-8e-04,535,270,260,132.983050847458
"536",0.15,-8e-04,536,300,280,132.983050847458
"537",0.2,-8e-04,537,240,210,132.983050847458
"538",0.25,-8e-04,538,270,240,132.983050847458
"539",0.3,-8e-04,539,270,230,132.983050847458
