"","obs_error","rate_of_change","replicate","sim_fisher_min","sim_log_fisher_min","regime_shift_time"
"3343",0.15,-9e-04,3343,157,155,105
"3344",0.2,-9e-04,3344,156,155,105
"3345",0.25,-9e-04,3345,157,155,105
"3346",0.3,-9e-04,3346,157,156,105
"3347",0,-0.001,3347,141,73,95
"3348",0.05,-0.001,3348,140,73,95
"3349",0.1,-0.001,3349,142,73,95
"3350",0.15,-0.001,3350,153,74,95
"3351",0.2,-0.001,3351,153,71,95
"3352",0.25,-0.001,3352,144,74,95
"3353",0.3,-0.001,3353,143,74,95
"3354",0,-0.0011,3354,128,125,86
"3355",0.05,-0.0011,3355,128,125,86
"3356",0.1,-0.0011,3356,128,125,86
"3357",0.15,-0.0011,3357,128,125,86
"3358",0.2,-0.0011,3358,128,124,86
"3359",0.25,-0.0011,3359,128,125,86
"3360",0.3,-0.0011,3360,127,124,86
"3361",0,-2e-04,3361,539,462,473
"3362",0.05,-2e-04,3362,539,543,473
"3363",0.1,-2e-04,3363,539,545,473
"3364",0.15,-2e-04,3364,538,598,473
"3365",0.2,-2e-04,3365,543,462,473
"3366",0.25,-2e-04,3366,599,599,473
"3367",0.3,-2e-04,3367,544,544,473
"3368",0,-3e-04,3368,370,369,314
"3369",0.05,-3e-04,3369,370,369,314
"3370",0.1,-3e-04,3370,370,369,314
"3371",0.15,-3e-04,3371,370,368,314
"3372",0.2,-3e-04,3372,370,369,314
"3373",0.25,-3e-04,3373,370,368,314
"3374",0.3,-3e-04,3374,370,368,314
"3375",0,-4e-04,3375,296,298,236
"3376",0.05,-4e-04,3376,295,212,236
"3377",0.1,-4e-04,3377,296,297,236
"3378",0.15,-4e-04,3378,296,209,236
"3379",0.2,-4e-04,3379,299,208,236
"3380",0.25,-4e-04,3380,298,212,236
"3381",0.3,-4e-04,3381,300,214,236
"3382",0,-5e-04,3382,234,232,189
"3383",0.05,-5e-04,3383,235,233,189
"3384",0.1,-5e-04,3384,235,232,189
"3385",0.15,-5e-04,3385,235,232,189
"3386",0.2,-5e-04,3386,235,233,189
"3387",0.25,-5e-04,3387,237,235,189
"3388",0.3,-5e-04,3388,233,230,189
"3389",0,-6e-04,3389,202,203,157
"3390",0.05,-6e-04,3390,203,203,157
"3391",0.1,-6e-04,3391,202,203,157
"3392",0.15,-6e-04,3392,202,204,157
"3393",0.2,-6e-04,3393,201,200,157
"3394",0.25,-6e-04,3394,202,203,157
"3395",0.3,-6e-04,3395,205,204,157
"3396",0,-7e-04,3396,190,106,135
"3397",0.05,-7e-04,3397,190,106,135
"3398",0.1,-7e-04,3398,190,106,135
"3399",0.15,-7e-04,3399,191,106,135
"3400",0.2,-7e-04,3400,190,105,135
"3401",0.25,-7e-04,3401,189,105,135
"3402",0.3,-7e-04,3402,193,107,135
"3403",0,-8e-04,3403,162,159,118
"3404",0.05,-8e-04,3404,162,159,118
"3405",0.1,-8e-04,3405,162,160,118
"3406",0.15,-8e-04,3406,162,159,118
"3407",0.2,-8e-04,3407,162,159,118
"3408",0.25,-8e-04,3408,161,159,118
"3409",0.3,-8e-04,3409,163,160,118
"3410",0,-9e-04,3410,157,155,105
"3411",0.05,-9e-04,3411,157,155,105
"3412",0.1,-9e-04,3412,156,155,105
"3413",0.15,-9e-04,3413,156,155,105
"3414",0.2,-9e-04,3414,157,155,105
"3415",0.25,-9e-04,3415,158,156,105
"3416",0.3,-9e-04,3416,158,21,105
"3417",0,-0.001,3417,141,73,95
"3418",0.05,-0.001,3418,141,73,95
"3419",0.1,-0.001,3419,140,73,95
"3420",0.15,-0.001,3420,141,72,95
"3421",0.2,-0.001,3421,147,73,95
"3422",0.25,-0.001,3422,140,73,95
"3423",0.3,-0.001,3423,150,69,95
"3424",0,-0.0011,3424,128,125,86
"3425",0.05,-0.0011,3425,128,125,86
"3426",0.1,-0.0011,3426,128,125,86
"3427",0.15,-0.0011,3427,128,125,86
"3428",0.2,-0.0011,3428,128,125,86
"3429",0.25,-0.0011,3429,129,126,86
"3430",0.3,-0.0011,3430,130,128,86
"3431",0,-2e-04,3431,539,462,473
"3432",0.05,-2e-04,3432,539,463,473
"3433",0.1,-2e-04,3433,540,543,473
"3434",0.15,-2e-04,3434,539,544,473
"3435",0.2,-2e-04,3435,542,545,473
"3436",0.25,-2e-04,3436,546,462,473
"3437",0.3,-2e-04,3437,537,538,473
"3438",0,-3e-04,3438,370,369,314
"3439",0.05,-3e-04,3439,370,369,314
"3440",0.1,-3e-04,3440,370,369,314
"3441",0.15,-3e-04,3441,370,369,314
"3442",0.2,-3e-04,3442,371,369,314
"3443",0.25,-3e-04,3443,370,368,314
"3444",0.3,-3e-04,3444,370,368,314
"3445",0,-4e-04,3445,296,298,236
"3446",0.05,-4e-04,3446,296,298,236
"3447",0.1,-4e-04,3447,297,213,236
"3448",0.15,-4e-04,3448,296,297,236
"3449",0.2,-4e-04,3449,296,299,236
"3450",0.25,-4e-04,3450,298,206,236
"3451",0.3,-4e-04,3451,299,302,236
"3452",0,-5e-04,3452,234,232,189
"3453",0.05,-5e-04,3453,234,232,189
"3454",0.1,-5e-04,3454,234,232,189
"3455",0.15,-5e-04,3455,234,232,189
"3456",0.2,-5e-04,3456,235,234,189
"3457",0.25,-5e-04,3457,234,232,189
"3458",0.3,-5e-04,3458,235,233,189
"3459",0,-6e-04,3459,202,203,157
"3460",0.05,-6e-04,3460,202,203,157
"3461",0.1,-6e-04,3461,202,202,157
"3462",0.15,-6e-04,3462,203,204,157
"3463",0.2,-6e-04,3463,204,205,157
"3464",0.25,-6e-04,3464,201,203,157
"3465",0.3,-6e-04,3465,202,200,157
"3466",0,-7e-04,3466,190,106,135
"3467",0.05,-7e-04,3467,190,105,135
"3468",0.1,-7e-04,3468,190,104,135
"3469",0.15,-7e-04,3469,190,104,135
"3470",0.2,-7e-04,3470,191,107,135
"3471",0.25,-7e-04,3471,191,102,135
"3472",0.3,-7e-04,3472,191,103,135
"3473",0,-8e-04,3473,162,159,118
"3474",0.05,-8e-04,3474,162,159,118
"3475",0.1,-8e-04,3475,162,159,118
"3476",0.15,-8e-04,3476,161,158,118
"3477",0.2,-8e-04,3477,162,159,118
"3478",0.25,-8e-04,3478,162,159,118
"3479",0.3,-8e-04,3479,163,160,118
"3480",0,-9e-04,3480,157,155,105
"3481",0.05,-9e-04,3481,157,155,105
"3482",0.1,-9e-04,3482,157,155,105
"3483",0.15,-9e-04,3483,156,155,105
"3484",0.2,-9e-04,3484,157,155,105
"3485",0.25,-9e-04,3485,157,74,105
"3486",0.3,-9e-04,3486,190,154,105
"3487",0,-0.001,3487,141,73,95
"3488",0.05,-0.001,3488,143,73,95
"3489",0.1,-0.001,3489,140,73,95
"3490",0.15,-0.001,3490,142,72,95
"3491",0.2,-0.001,3491,140,72,95
"3492",0.25,-0.001,3492,141,72,95
"3493",0.3,-0.001,3493,146,71,95
"3494",0,-0.0011,3494,128,125,86
"3495",0.05,-0.0011,3495,128,125,86
"3496",0.1,-0.0011,3496,128,125,86
"3497",0.15,-0.0011,3497,128,125,86
"3498",0.2,-0.0011,3498,128,125,86
"3499",0.25,-0.0011,3499,128,125,86
"3500",0.3,-0.0011,3500,129,126,86
"3501",0,-2e-04,3501,539,462,473
"3502",0.05,-2e-04,3502,539,542,473
"3503",0.1,-2e-04,3503,540,462,473
"3504",0.15,-2e-04,3504,538,542,473
"3505",0.2,-2e-04,3505,539,546,473
"3506",0.25,-2e-04,3506,542,462,473
"3507",0.3,-2e-04,3507,541,547,473
"3508",0,-3e-04,3508,370,369,314
"3509",0.05,-3e-04,3509,370,369,314
"3510",0.1,-3e-04,3510,371,369,314
"3511",0.15,-3e-04,3511,370,369,314
"3512",0.2,-3e-04,3512,371,370,314
"3513",0.25,-3e-04,3513,371,370,314
"3514",0.3,-3e-04,3514,371,369,314
"3515",0,-4e-04,3515,296,298,236
"3516",0.05,-4e-04,3516,296,212,236
"3517",0.1,-4e-04,3517,296,299,236
"3518",0.15,-4e-04,3518,297,301,236
"3519",0.2,-4e-04,3519,295,205,236
"3520",0.25,-4e-04,3520,297,213,236
"3521",0.3,-4e-04,3521,297,302,236
"3522",0,-5e-04,3522,234,232,189
"3523",0.05,-5e-04,3523,234,232,189
"3524",0.1,-5e-04,3524,235,232,189
"3525",0.15,-5e-04,3525,236,234,189
"3526",0.2,-5e-04,3526,234,231,189
"3527",0.25,-5e-04,3527,235,234,189
"3528",0.3,-5e-04,3528,234,232,189
"3529",0,-6e-04,3529,202,203,157
"3530",0.05,-6e-04,3530,202,204,157
"3531",0.1,-6e-04,3531,203,203,157
"3532",0.15,-6e-04,3532,202,203,157
"3533",0.2,-6e-04,3533,204,201,157
"3534",0.25,-6e-04,3534,202,203,157
"3535",0.3,-6e-04,3535,203,202,157
"3536",0,-7e-04,3536,190,106,135
"3537",0.05,-7e-04,3537,190,105,135
"3538",0.1,-7e-04,3538,190,106,135
"3539",0.15,-7e-04,3539,190,106,135
"3540",0.2,-7e-04,3540,190,104,135
"3541",0.25,-7e-04,3541,189,22,135
"3542",0.3,-7e-04,3542,190,106,135
"3543",0,-8e-04,3543,162,159,118
"3544",0.05,-8e-04,3544,162,159,118
"3545",0.1,-8e-04,3545,162,159,118
"3546",0.15,-8e-04,3546,161,159,118
"3547",0.2,-8e-04,3547,162,160,118
"3548",0.25,-8e-04,3548,162,159,118
"3549",0.3,-8e-04,3549,163,160,118
"3550",0,-9e-04,3550,157,155,105
"3551",0.05,-9e-04,3551,157,155,105
"3552",0.1,-9e-04,3552,157,155,105
"3553",0.15,-9e-04,3553,157,156,105
"3554",0.2,-9e-04,3554,157,155,105
"3555",0.25,-9e-04,3555,157,74,105
"3556",0.3,-9e-04,3556,156,74,105
"3557",0,-0.001,3557,141,73,95
"3558",0.05,-0.001,3558,141,73,95
"3559",0.1,-0.001,3559,141,72,95
"3560",0.15,-0.001,3560,141,73,95
"3561",0.2,-0.001,3561,147,68,95
"3562",0.25,-0.001,3562,141,74,95
"3563",0.3,-0.001,3563,21,71,95
"3564",0,-0.0011,3564,128,125,86
"3565",0.05,-0.0011,3565,128,125,86
"3566",0.1,-0.0011,3566,128,125,86
"3567",0.15,-0.0011,3567,128,125,86
"3568",0.2,-0.0011,3568,128,125,86
"3569",0.25,-0.0011,3569,129,126,86
"3570",0.3,-0.0011,3570,127,124,86
"3571",0,-2e-04,3571,539,462,473
"3572",0.05,-2e-04,3572,539,462,473
"3573",0.1,-2e-04,3573,539,462,473
"3574",0.15,-2e-04,3574,541,462,473
"3575",0.2,-2e-04,3575,542,462,473
"3576",0.25,-2e-04,3576,540,549,473
"3577",0.3,-2e-04,3577,538,461,473
"3578",0,-3e-04,3578,370,369,314
"3579",0.05,-3e-04,3579,370,369,314
"3580",0.1,-3e-04,3580,370,369,314
"3581",0.15,-3e-04,3581,370,369,314
"3582",0.2,-3e-04,3582,370,368,314
"3583",0.25,-3e-04,3583,371,369,314
"3584",0.3,-3e-04,3584,371,370,314
"3585",0,-4e-04,3585,296,298,236
"3586",0.05,-4e-04,3586,296,298,236
"3587",0.1,-4e-04,3587,295,206,236
"3588",0.15,-4e-04,3588,295,208,236
"3589",0.2,-4e-04,3589,296,213,236
"3590",0.25,-4e-04,3590,296,303,236
"3591",0.3,-4e-04,3591,296,297,236
"3592",0,-5e-04,3592,234,232,189
"3593",0.05,-5e-04,3593,235,232,189
"3594",0.1,-5e-04,3594,235,232,189
"3595",0.15,-5e-04,3595,235,232,189
"3596",0.2,-5e-04,3596,234,236,189
"3597",0.25,-5e-04,3597,236,238,189
"3598",0.3,-5e-04,3598,233,231,189
"3599",0,-6e-04,3599,202,203,157
"3600",0.05,-6e-04,3600,202,203,157
"3601",0.1,-6e-04,3601,202,204,157
"3602",0.15,-6e-04,3602,202,205,157
"3603",0.2,-6e-04,3603,201,203,157
"3604",0.25,-6e-04,3604,203,203,157
"3605",0.3,-6e-04,3605,207,204,157
"3606",0,-7e-04,3606,190,106,135
"3607",0.05,-7e-04,3607,190,106,135
"3608",0.1,-7e-04,3608,191,105,135
"3609",0.15,-7e-04,3609,190,106,135
"3610",0.2,-7e-04,3610,190,105,135
"3611",0.25,-7e-04,3611,192,105,135
"3612",0.3,-7e-04,3612,191,192,135
"3613",0,-8e-04,3613,162,159,118
"3614",0.05,-8e-04,3614,162,159,118
"3615",0.1,-8e-04,3615,162,159,118
"3616",0.15,-8e-04,3616,162,159,118
"3617",0.2,-8e-04,3617,162,159,118
"3618",0.25,-8e-04,3618,162,159,118
"3619",0.3,-8e-04,3619,163,160,118
"3620",0,-9e-04,3620,157,155,105
"3621",0.05,-9e-04,3621,157,155,105
"3622",0.1,-9e-04,3622,157,155,105
"3623",0.15,-9e-04,3623,157,156,105
"3624",0.2,-9e-04,3624,157,155,105
"3625",0.25,-9e-04,3625,157,155,105
"3626",0.3,-9e-04,3626,159,75,105
"3627",0,-0.001,3627,141,73,95
"3628",0.05,-0.001,3628,140,72,95
"3629",0.1,-0.001,3629,140,73,95
"3630",0.15,-0.001,3630,141,73,95
"3631",0.2,-0.001,3631,141,72,95
"3632",0.25,-0.001,3632,150,72,95
"3633",0.3,-0.001,3633,142,70,95
"3634",0,-0.0011,3634,128,125,86
"3635",0.05,-0.0011,3635,128,125,86
"3636",0.1,-0.0011,3636,128,124,86
"3637",0.15,-0.0011,3637,129,125,86
"3638",0.2,-0.0011,3638,127,125,86
"3639",0.25,-0.0011,3639,128,125,86
"3640",0.3,-0.0011,3640,129,126,86
"3641",0,-2e-04,3641,539,462,473
"3642",0.05,-2e-04,3642,538,542,473
"3643",0.1,-2e-04,3643,538,541,473
"3644",0.15,-2e-04,3644,540,545,473
"3645",0.2,-2e-04,3645,598,596,473
"3646",0.25,-2e-04,3646,542,462,473
"3647",0.3,-2e-04,3647,547,461,473
"3648",0,-3e-04,3648,370,369,314
"3649",0.05,-3e-04,3649,370,369,314
"3650",0.1,-3e-04,3650,370,369,314
"3651",0.15,-3e-04,3651,370,369,314
"3652",0.2,-3e-04,3652,370,369,314
"3653",0.25,-3e-04,3653,370,369,314
"3654",0.3,-3e-04,3654,370,368,314
"3655",0,-4e-04,3655,296,298,236
"3656",0.05,-4e-04,3656,295,298,236
"3657",0.1,-4e-04,3657,296,298,236
"3658",0.15,-4e-04,3658,297,210,236
"3659",0.2,-4e-04,3659,296,212,236
"3660",0.25,-4e-04,3660,296,298,236
"3661",0.3,-4e-04,3661,299,208,236
"3662",0,-5e-04,3662,234,232,189
"3663",0.05,-5e-04,3663,234,232,189
"3664",0.1,-5e-04,3664,234,232,189
"3665",0.15,-5e-04,3665,235,233,189
"3666",0.2,-5e-04,3666,233,231,189
"3667",0.25,-5e-04,3667,236,234,189
"3668",0.3,-5e-04,3668,235,233,189
"3669",0,-6e-04,3669,202,203,157
"3670",0.05,-6e-04,3670,203,204,157
"3671",0.1,-6e-04,3671,202,204,157
"3672",0.15,-6e-04,3672,202,201,157
"3673",0.2,-6e-04,3673,201,199,157
"3674",0.25,-6e-04,3674,201,200,157
"3675",0.3,-6e-04,3675,201,198,157
"3676",0,-7e-04,3676,190,106,135
"3677",0.05,-7e-04,3677,190,106,135
"3678",0.1,-7e-04,3678,190,106,135
"3679",0.15,-7e-04,3679,190,105,135
"3680",0.2,-7e-04,3680,190,106,135
"3681",0.25,-7e-04,3681,192,106,135
"3682",0.3,-7e-04,3682,190,190,135
"3683",0,-8e-04,3683,162,159,118
"3684",0.05,-8e-04,3684,162,159,118
"3685",0.1,-8e-04,3685,162,159,118
"3686",0.15,-8e-04,3686,162,159,118
"3687",0.2,-8e-04,3687,163,160,118
"3688",0.25,-8e-04,3688,163,160,118
"3689",0.3,-8e-04,3689,162,159,118
"3690",0,-9e-04,3690,157,155,105
"3691",0.05,-9e-04,3691,157,155,105
"3692",0.1,-9e-04,3692,157,155,105
"3693",0.15,-9e-04,3693,156,155,105
"3694",0.2,-9e-04,3694,157,73,105
"3695",0.25,-9e-04,3695,156,75,105
"3696",0.3,-9e-04,3696,156,155,105
"3697",0,-0.001,3697,141,73,95
"3698",0.05,-0.001,3698,142,73,95
"3699",0.1,-0.001,3699,141,73,95
"3700",0.15,-0.001,3700,146,73,95
"3701",0.2,-0.001,3701,146,72,95
"3702",0.25,-0.001,3702,140,71,95
"3703",0.3,-0.001,3703,146,70,95
"3704",0,-0.0011,3704,128,125,86
"3705",0.05,-0.0011,3705,128,125,86
"3706",0.1,-0.0011,3706,128,125,86
"3707",0.15,-0.0011,3707,128,125,86
"3708",0.2,-0.0011,3708,128,125,86
"3709",0.25,-0.0011,3709,128,125,86
"3710",0.3,-0.0011,3710,129,126,86
"3711",0,-2e-04,3711,539,462,473
"3712",0.05,-2e-04,3712,539,542,473
"3713",0.1,-2e-04,3713,539,462,473
"3714",0.15,-2e-04,3714,599,599,473
"3715",0.2,-2e-04,3715,542,462,473
"3716",0.25,-2e-04,3716,541,599,473
"3717",0.3,-2e-04,3717,543,463,473
"3718",0,-3e-04,3718,370,369,314
"3719",0.05,-3e-04,3719,370,368,314
"3720",0.1,-3e-04,3720,370,369,314
"3721",0.15,-3e-04,3721,370,368,314
"3722",0.2,-3e-04,3722,370,368,314
"3723",0.25,-3e-04,3723,371,369,314
"3724",0.3,-3e-04,3724,370,368,314
"3725",0,-4e-04,3725,296,298,236
"3726",0.05,-4e-04,3726,296,300,236
"3727",0.1,-4e-04,3727,295,297,236
"3728",0.15,-4e-04,3728,297,208,236
"3729",0.2,-4e-04,3729,297,213,236
"3730",0.25,-4e-04,3730,298,300,236
"3731",0.3,-4e-04,3731,295,213,236
"3732",0,-5e-04,3732,234,232,189
"3733",0.05,-5e-04,3733,234,232,189
"3734",0.1,-5e-04,3734,234,232,189
"3735",0.15,-5e-04,3735,235,233,189
"3736",0.2,-5e-04,3736,235,233,189
"3737",0.25,-5e-04,3737,235,233,189
"3738",0.3,-5e-04,3738,236,234,189
"3739",0,-6e-04,3739,202,203,157
"3740",0.05,-6e-04,3740,202,203,157
"3741",0.1,-6e-04,3741,203,204,157
"3742",0.15,-6e-04,3742,203,204,157
"3743",0.2,-6e-04,3743,204,204,157
"3744",0.25,-6e-04,3744,202,201,157
"3745",0.3,-6e-04,3745,203,202,157
"3746",0,-7e-04,3746,190,106,135
"3747",0.05,-7e-04,3747,190,105,135
"3748",0.1,-7e-04,3748,190,105,135
"3749",0.15,-7e-04,3749,190,107,135
"3750",0.2,-7e-04,3750,191,105,135
"3751",0.25,-7e-04,3751,191,190,135
"3752",0.3,-7e-04,3752,189,105,135
"3753",0,-8e-04,3753,162,159,118
"3754",0.05,-8e-04,3754,162,159,118
"3755",0.1,-8e-04,3755,162,159,118
"3756",0.15,-8e-04,3756,162,159,118
"3757",0.2,-8e-04,3757,161,158,118
"3758",0.25,-8e-04,3758,162,159,118
"3759",0.3,-8e-04,3759,162,159,118
"3760",0,-9e-04,3760,157,155,105
"3761",0.05,-9e-04,3761,157,155,105
"3762",0.1,-9e-04,3762,157,155,105
"3763",0.15,-9e-04,3763,157,155,105
"3764",0.2,-9e-04,3764,157,155,105
"3765",0.25,-9e-04,3765,158,71,105
"3766",0.3,-9e-04,3766,158,156,105
"3767",0,-0.001,3767,141,73,95
"3768",0.05,-0.001,3768,142,72,95
"3769",0.1,-0.001,3769,144,72,95
"3770",0.15,-0.001,3770,140,73,95
"3771",0.2,-0.001,3771,142,73,95
"3772",0.25,-0.001,3772,147,72,95
"3773",0.3,-0.001,3773,154,71,95
"3774",0,-0.0011,3774,128,125,86
"3775",0.05,-0.0011,3775,128,125,86
"3776",0.1,-0.0011,3776,128,125,86
"3777",0.15,-0.0011,3777,128,125,86
"3778",0.2,-0.0011,3778,127,124,86
"3779",0.25,-0.0011,3779,127,124,86
"3780",0.3,-0.0011,3780,127,124,86
"3781",0,-2e-04,3781,539,462,473
"3782",0.05,-2e-04,3782,539,541,473
"3783",0.1,-2e-04,3783,540,462,473
"3784",0.15,-2e-04,3784,538,541,473
"3785",0.2,-2e-04,3785,539,462,473
"3786",0.25,-2e-04,3786,598,597,473
"3787",0.3,-2e-04,3787,538,599,473
"3788",0,-3e-04,3788,370,369,314
"3789",0.05,-3e-04,3789,370,369,314
"3790",0.1,-3e-04,3790,370,369,314
"3791",0.15,-3e-04,3791,370,368,314
"3792",0.2,-3e-04,3792,370,368,314
"3793",0.25,-3e-04,3793,371,370,314
"3794",0.3,-3e-04,3794,370,369,314
"3795",0,-4e-04,3795,296,298,236
"3796",0.05,-4e-04,3796,295,212,236
"3797",0.1,-4e-04,3797,297,212,236
"3798",0.15,-4e-04,3798,295,297,236
"3799",0.2,-4e-04,3799,297,210,236
"3800",0.25,-4e-04,3800,297,208,236
"3801",0.3,-4e-04,3801,298,300,236
"3802",0,-5e-04,3802,234,232,189
"3803",0.05,-5e-04,3803,235,232,189
"3804",0.1,-5e-04,3804,234,232,189
"3805",0.15,-5e-04,3805,234,232,189
"3806",0.2,-5e-04,3806,235,232,189
"3807",0.25,-5e-04,3807,237,240,189
"3808",0.3,-5e-04,3808,236,234,189
"3809",0,-6e-04,3809,202,203,157
"3810",0.05,-6e-04,3810,202,204,157
"3811",0.1,-6e-04,3811,202,204,157
"3812",0.15,-6e-04,3812,204,203,157
"3813",0.2,-6e-04,3813,202,200,157
"3814",0.25,-6e-04,3814,203,203,157
"3815",0.3,-6e-04,3815,201,200,157
"3816",0,-7e-04,3816,190,106,135
"3817",0.05,-7e-04,3817,190,105,135
"3818",0.1,-7e-04,3818,190,105,135
"3819",0.15,-7e-04,3819,190,105,135
"3820",0.2,-7e-04,3820,190,190,135
"3821",0.25,-7e-04,3821,191,106,135
"3822",0.3,-7e-04,3822,191,108,135
"3823",0,-8e-04,3823,162,159,118
"3824",0.05,-8e-04,3824,162,159,118
"3825",0.1,-8e-04,3825,162,159,118
"3826",0.15,-8e-04,3826,162,159,118
"3827",0.2,-8e-04,3827,162,159,118
"3828",0.25,-8e-04,3828,163,160,118
"3829",0.3,-8e-04,3829,162,159,118
"3830",0,-9e-04,3830,157,155,105
"3831",0.05,-9e-04,3831,157,155,105
"3832",0.1,-9e-04,3832,157,155,105
"3833",0.15,-9e-04,3833,157,155,105
"3834",0.2,-9e-04,3834,157,155,105
"3835",0.25,-9e-04,3835,157,74,105
"3836",0.3,-9e-04,3836,156,155,105
"3837",0,-0.001,3837,141,73,95
"3838",0.05,-0.001,3838,141,73,95
"3839",0.1,-0.001,3839,140,73,95
"3840",0.15,-0.001,3840,140,73,95
"3841",0.2,-0.001,3841,149,72,95
"3842",0.25,-0.001,3842,149,71,95
"3843",0.3,-0.001,3843,141,73,95
"3844",0,-0.0011,3844,128,125,86
"3845",0.05,-0.0011,3845,128,125,86
"3846",0.1,-0.0011,3846,128,125,86
"3847",0.15,-0.0011,3847,128,125,86
"3848",0.2,-0.0011,3848,128,125,86
"3849",0.25,-0.0011,3849,129,126,86
"3850",0.3,-0.0011,3850,128,125,86
"3851",0,-2e-04,3851,539,462,473
"3852",0.05,-2e-04,3852,540,462,473
"3853",0.1,-2e-04,3853,541,462,473
"3854",0.15,-2e-04,3854,490,462,473
"3855",0.2,-2e-04,3855,540,546,473
"3856",0.25,-2e-04,3856,540,462,473
"3857",0.3,-2e-04,3857,540,546,473
"3858",0,-3e-04,3858,370,369,314
"3859",0.05,-3e-04,3859,370,369,314
"3860",0.1,-3e-04,3860,370,369,314
"3861",0.15,-3e-04,3861,370,369,314
"3862",0.2,-3e-04,3862,370,369,314
"3863",0.25,-3e-04,3863,370,369,314
"3864",0.3,-3e-04,3864,371,369,314
"3865",0,-4e-04,3865,296,298,236
"3866",0.05,-4e-04,3866,296,212,236
"3867",0.1,-4e-04,3867,296,212,236
"3868",0.15,-4e-04,3868,297,212,236
"3869",0.2,-4e-04,3869,297,210,236
"3870",0.25,-4e-04,3870,298,209,236
"3871",0.3,-4e-04,3871,295,209,236
"3872",0,-5e-04,3872,234,232,189
"3873",0.05,-5e-04,3873,234,232,189
"3874",0.1,-5e-04,3874,235,233,189
"3875",0.15,-5e-04,3875,235,232,189
"3876",0.2,-5e-04,3876,235,233,189
"3877",0.25,-5e-04,3877,234,232,189
"3878",0.3,-5e-04,3878,233,230,189
"3879",0,-6e-04,3879,202,203,157
"3880",0.05,-6e-04,3880,202,203,157
"3881",0.1,-6e-04,3881,202,204,157
"3882",0.15,-6e-04,3882,202,203,157
"3883",0.2,-6e-04,3883,202,204,157
"3884",0.25,-6e-04,3884,201,203,157
"3885",0.3,-6e-04,3885,200,198,157
"3886",0,-7e-04,3886,190,106,135
"3887",0.05,-7e-04,3887,190,106,135
"3888",0.1,-7e-04,3888,190,106,135
"3889",0.15,-7e-04,3889,190,107,135
"3890",0.2,-7e-04,3890,190,106,135
"3891",0.25,-7e-04,3891,190,190,135
"3892",0.3,-7e-04,3892,190,188,135
"3893",0,-8e-04,3893,162,159,118
"3894",0.05,-8e-04,3894,162,159,118
"3895",0.1,-8e-04,3895,162,159,118
"3896",0.15,-8e-04,3896,162,159,118
"3897",0.2,-8e-04,3897,163,160,118
"3898",0.25,-8e-04,3898,163,160,118
"3899",0.3,-8e-04,3899,162,159,118
"3900",0,-9e-04,3900,157,155,105
"3901",0.05,-9e-04,3901,157,155,105
"3902",0.1,-9e-04,3902,157,155,105
"3903",0.15,-9e-04,3903,156,155,105
"3904",0.2,-9e-04,3904,157,155,105
"3905",0.25,-9e-04,3905,157,76,105
"3906",0.3,-9e-04,3906,158,156,105
"3907",0,-0.001,3907,141,73,95
"3908",0.05,-0.001,3908,141,73,95
"3909",0.1,-0.001,3909,141,73,95
"3910",0.15,-0.001,3910,145,72,95
"3911",0.2,-0.001,3911,145,73,95
"3912",0.25,-0.001,3912,140,74,95
"3913",0.3,-0.001,3913,138,74,95
"3914",0,-0.0011,3914,128,125,86
"3915",0.05,-0.0011,3915,128,125,86
"3916",0.1,-0.0011,3916,128,125,86
"3917",0.15,-0.0011,3917,128,125,86
"3918",0.2,-0.0011,3918,128,125,86
"3919",0.25,-0.0011,3919,128,125,86
"3920",0.3,-0.0011,3920,128,125,86
"3921",0,-2e-04,3921,539,462,473
"3922",0.05,-2e-04,3922,539,462,473
"3923",0.1,-2e-04,3923,541,462,473
"3924",0.15,-2e-04,3924,540,544,473
"3925",0.2,-2e-04,3925,540,542,473
"3926",0.25,-2e-04,3926,529,462,473
"3927",0.3,-2e-04,3927,548,462,473
"3928",0,-3e-04,3928,370,369,314
"3929",0.05,-3e-04,3929,370,369,314
"3930",0.1,-3e-04,3930,370,368,314
"3931",0.15,-3e-04,3931,370,369,314
"3932",0.2,-3e-04,3932,370,368,314
"3933",0.25,-3e-04,3933,370,368,314
"3934",0.3,-3e-04,3934,372,371,314
"3935",0,-4e-04,3935,296,298,236
"3936",0.05,-4e-04,3936,296,298,236
"3937",0.1,-4e-04,3937,296,303,236
"3938",0.15,-4e-04,3938,299,209,236
"3939",0.2,-4e-04,3939,296,298,236
"3940",0.25,-4e-04,3940,297,208,236
"3941",0.3,-4e-04,3941,300,214,236
"3942",0,-5e-04,3942,234,232,189
"3943",0.05,-5e-04,3943,234,232,189
"3944",0.1,-5e-04,3944,234,232,189
"3945",0.15,-5e-04,3945,235,232,189
"3946",0.2,-5e-04,3946,235,233,189
"3947",0.25,-5e-04,3947,236,233,189
"3948",0.3,-5e-04,3948,235,233,189
"3949",0,-6e-04,3949,202,203,157
"3950",0.05,-6e-04,3950,202,203,157
"3951",0.1,-6e-04,3951,202,204,157
"3952",0.15,-6e-04,3952,202,202,157
"3953",0.2,-6e-04,3953,203,204,157
"3954",0.25,-6e-04,3954,202,200,157
"3955",0.3,-6e-04,3955,200,199,157
"3956",0,-7e-04,3956,190,106,135
"3957",0.05,-7e-04,3957,190,105,135
"3958",0.1,-7e-04,3958,190,107,135
"3959",0.15,-7e-04,3959,190,104,135
